2	-	3159689	3156130	3559
3	-	2651275	2647698	3577
4	+	1407837	1411393	3556
5	+	149555	153148	3593
6	+	1390029	1393535	3506
7	-	877016	873439	3577
8	+	1413738	1417274	3536
9	+	3566908	3570436	3528
10	+	3876729	3880359	3630
11	+	993708	997279	3571
12	-	185662	182036	3626
13	+	30918	34472	3554
14	-	188204	184705	3499
20	+	1343193	1346699	3506
24	+	2304105	2307713	3608
27	-	2473172	2469599	3573
31	-	2446573	2443024	3549
34	+	1361008	1364514	3506
36	+	2153164	2156737	3573
37	+	1387105	1390611	3506
41	+	3669272	3672842	3570
47	+	2001224	2004803	3579
48	+	1435012	1438596	3584
49	+	3600498	3604099	3601
53	+	1132397	1135978	3581
55	+	615960	619485	3525
56	+	1462918	1466472	3554
63	-	2520858	2517315	3543
64	-	1605310	1601691	3619
67	-	3146179	3142589	3590
68	-	1542523	1538988	3535
69	-	3004309	3000733	3576
72	-	3393579	3390021	3558
80	+	1388237	1391743	3506
81	+	1362634	1366139	3505
85	+	89192	92750	3558
89	+	1520628	1524134	3506
92	-	3169297	3165752	3545
94	-	2712711	2709177	3534
99	-	1258542	1254963	3579
100	+	2060176	2063755	3579
102	-	3006364	3002741	3623
105	-	1870013	1866486	3527
115	+	1430238	1433815	3577
119	+	1544902	1548457	3555
121	-	184183	180677	3506
122	+	1633525	1637055	3530
123	-	466957	463420	3537
125	+	1405042	1408584	3542
126	-	1375631	1372091	3540
127	+	3562052	3565614	3562
128	+	1380059	1383565	3506
129	-	553708	550201	3507
130	-	4008613	4004983	3630
131	+	902053	905601	3548
132	+	101514	105044	3530
133	-	3910903	3907355	3548
134	+	1158608	1162155	3547
135	-	2648699	2645129	3570
137	+	1310156	1313733	3577
138	-	3831960	3828429	3531
139	-	986651	983008	3643
141	+	4171570	4175176	3606
143	+	1558233	1561796	3563
144	-	520122	516554	3568
146	-	2606093	2602489	3604
148	+	1436400	1439942	3542
150	-	277986	274444	3542
151	+	87255	90789	3534
152	-	1086107	1082527	3580
153	+	1506858	1510428	3570
154	-	3925362	3921750	3612
155	-	3830130	3826538	3592
156	-	3522800	3519221	3579
157	+	1364156	1367660	3504
158	+	2841305	2844845	3540
159	+	2381083	2384644	3561
160	+	3821578	3825125	3547
161	+	2561719	2565283	3564
162	+	2711960	2715495	3535
--------------------------------------------------------------------------------
Block #158
Seq_id	Strand	Start	End	Length
1	+	2480700	2488552	7852
2	-	3167562	3159691	7871
3	-	2659144	2651277	7867
4	+	1389679	1397519	7840
5	+	141629	149554	7925
6	+	1382226	1390028	7802
7	-	884885	877018	7867
8	+	1405859	1413737	7878
9	+	3559064	3566907	7843
10	+	3868929	3876728	7799
11	+	985882	993707	7825
12	-	193639	185664	7975
13	+	23077	30917	7840
14	-	196120	188206	7914
20	+	1335387	1343192	7805
24	+	2296248	2304104	7856
27	-	2480964	2473174	7790
31	-	2454448	2446575	7873
34	+	1353198	1361007	7809
36	+	2145373	2153163	7790
37	+	1379299	1387104	7805
38	-	899596	891782	7814
41	+	3661437	3669271	7834
47	+	1993369	2001223	7854
48	+	1416875	1424694	7819
49	+	3592652	3600497	7845
53	+	1124485	1132396	7911
55	+	608092	615959	7867
56	+	1455073	1462917	7844
63	-	2539021	2531187	7834
64	-	1660340	1652429	7911
67	-	3154024	3146181	7843
68	-	1560706	1552852	7854
69	-	3023726	3015836	7890
72	-	3401511	3393581	7930
80	+	1380427	1388236	7809
81	+	1354851	1362633	7782
85	+	81261	89191	7930
89	+	1512812	1520627	7815
92	-	3177168	3169299	7869
94	-	2720605	2712713	7892
99	-	1266391	1258544	7847
100	+	2039494	2047374	7880
102	-	3014179	3006366	7813
105	-	1877887	1870015	7872
115	+	1412096	1419921	7825
119	+	1535755	1544901	9146
121	-	192000	184185	7815
122	+	1625661	1633524	7863
123	-	485125	477283	7842
125	+	1386879	1394713	7834
126	-	1383484	1375633	7851
127	+	3554225	3562051	7826
128	+	1372262	1380058	7796
129	-	561537	553710	7827
130	-	4016449	4008615	7834
131	+	894202	902052	7850
132	+	26178	34018	7840
133	-	3918756	3910905	7851
134	+	1140426	1148282	7856
135	-	2656584	2648701	7883
137	+	1302312	1310155	7843
138	-	3850162	3842286	7876
139	-	994540	986653	7887
141	+	4163658	4171569	7911
143	+	1550376	1558232	7856
146	-	2613982	2606095	7887
148	+	1418246	1426073	7827
150	-	285899	277988	7911
151	+	79454	87254	7800
152	-	1093970	1086109	7861
153	+	1498956	1506857	7901
154	-	3933224	3925364	7860
155	-	3837972	3830132	7840
156	-	3530657	3522802	7855
157	+	1356350	1364155	7805
158	+	2833474	2841304	7830
159	+	2373191	2381082	7891
160	+	3813710	3821577	7867
161	+	2553855	2561718	7863
162	+	2704107	2711959	7852
--------------------------------------------------------------------------------
Block #157
Seq_id	Strand	Start	End	Length
1	+	2472250	2478651	6401
2	-	3175911	3169840	6071
3	-	2667405	2661121	6284
4	+	1381367	1387699	6332
5	+	132966	139607	6641
6	+	1373857	1380214	6357
7	-	893146	886862	6284
8	+	1397568	1403888	6320
9	+	3550658	3557000	6342
10	+	3862272	3868607	6335
11	+	977542	983893	6351
12	-	201919	195938	5981
13	+	14688	21025	6337
14	-	204438	198401	6037
20	+	1327012	1333371	6359
24	+	2287759	2294253	6494
27	-	2489346	2482968	6378
31	-	2462789	2456744	6045
34	+	1344826	1351182	6356
36	+	2136991	2143369	6378
37	+	1370930	1377284	6354
38	-	907890	901579	6311
41	+	3653088	3659427	6339
47	+	1984989	1991329	6340
48	+	1408556	1414895	6339
49	+	3584219	3590627	6408
53	+	1116178	1122502	6324
55	+	599898	606335	6437
56	+	1446717	1453051	6334
63	-	2547337	2541299	6038
64	-	1668665	1662602	6063
67	-	3162419	3156296	6123
68	-	1569015	1562987	6028
69	-	3032084	3026025	6059
72	-	3409827	3403503	6324
80	+	1372038	1378411	6373
81	+	1346472	1352836	6364
85	+	72946	79270	6324
89	+	1504423	1510796	6373
92	-	3185600	3179157	6443
94	-	2728927	2722892	6035
99	-	1274765	1268714	6051
100	+	2031155	2037487	6332
102	-	3022411	3016115	6296
105	-	1886378	1880282	6096
115	+	1403767	1410098	6331
119	+	1527343	1533739	6396
121	-	200389	194016	6373
122	+	1617281	1623672	6391
123	-	493412	487409	6003
125	+	1378563	1384890	6327
126	-	1391867	1385800	6067
127	+	3545813	3552143	6330
128	+	1363902	1370246	6344
129	-	569897	563818	6079
130	-	4024825	4018438	6387
131	+	885814	892216	6402
132	+	17835	24162	6327
133	-	3927130	3920742	6388
134	+	1132027	1138431	6404
135	-	2665008	2658919	6089
137	+	1294019	1300329	6310
138	-	3858511	3852452	6059
139	-	1002920	996815	6105
141	+	4155370	4161678	6308
143	+	1542049	1548372	6323
146	-	2622452	2616251	6201
148	+	1409911	1416245	6334
150	-	294145	288180	5965
151	+	71222	77468	6246
152	-	1102305	1096248	6057
153	+	1490655	1496979	6324
154	-	3941568	3935240	6328
155	-	3846363	3839988	6375
156	-	3539048	3532986	6062
157	+	1347986	1354334	6348
158	+	2825096	2831440	6344
159	+	2364760	2371193	6433
160	+	3805370	3811688	6318
161	+	2545460	2551809	6349
162	+	2695845	2702127	6282
--------------------------------------------------------------------------------
Block #156
Seq_id	Strand	Start	End	Length
1	+	2466025	2472171	6146
2	-	3182105	3175990	6115
3	-	2673614	2667484	6130
4	+	1375268	1381287	6019
5	+	126789	132886	6097
6	+	1367621	1373778	6157
7	-	899355	893225	6130
8	+	1391394	1397488	6094
9	+	3544247	3550579	6332
10	+	3855886	3862188	6302
11	+	971382	977462	6080
12	-	208118	201999	6119
13	+	8476	14609	6133
14	-	210649	204517	6132
20	+	1320776	1326933	6157
24	+	2281564	2287680	6116
27	-	2495553	2489426	6127
31	-	2468962	2462869	6093
34	+	1338590	1344747	6157
36	+	2130783	2136911	6128
37	+	1364695	1370851	6156
38	-	914106	907970	6136
41	+	3646866	3653009	6143
47	+	1978767	1984910	6143
48	+	1402457	1408476	6019
49	+	3577983	3584140	6157
53	+	1109968	1116099	6131
55	+	593693	599819	6126
56	+	1440317	1446638	6321
63	-	2553435	2547417	6018
64	-	1674948	1668744	6204
67	-	3168578	3162499	6079
68	-	1575113	1569095	6018
69	-	3038257	3032164	6093
72	-	3416042	3409906	6136
80	+	1365802	1371959	6157
81	+	1340237	1346393	6156
85	+	66730	72867	6137
89	+	1498187	1504344	6157
92	-	3191804	3185679	6125
94	-	2735124	2729007	6117
99	-	1280986	1274855	6131
100	+	2024923	2031076	6153
102	-	3028710	3022495	6215
105	-	1892784	1886462	6322
115	+	1397561	1403687	6126
119	+	1520937	1527264	6327
121	-	206624	200468	6156
122	+	1611086	1617202	6116
123	-	499596	493492	6104
125	+	1372464	1378483	6019
126	-	1398078	1391946	6132
127	+	3539591	3545734	6143
128	+	1357670	1363823	6153
129	-	576098	569977	6121
130	-	4031132	4024904	6228
131	+	879618	885734	6116
132	+	11624	17756	6132
133	-	3933317	3927210	6107
134	+	1125842	1131947	6105
135	-	2671229	2665098	6131
137	+	1287507	1293940	6433
138	-	3864618	3858591	6027
139	-	1009420	1002999	6421
141	+	4149137	4155268	6131
143	+	1535837	1541970	6133
146	-	2628736	2622532	6204
148	+	1403812	1409831	6019
150	-	300352	294225	6127
151	+	65005	71142	6137
152	-	1108588	1102385	6203
153	+	1484547	1490575	6028
154	-	3947750	3941652	6098
155	-	3852578	3846442	6136
156	-	3546584	3540452	6132
157	+	1341750	1347907	6157
158	+	2818884	2825017	6133
159	+	2358558	2364680	6122
160	+	3799147	3805291	6144
161	+	2539238	2545381	6143
162	+	2689644	2695765	6121
--------------------------------------------------------------------------------
Block #155
Seq_id	Strand	Start	End	Length
1	+	2449144	2454309	5165
2	-	3198933	3193759	5174
3	-	2690433	2685279	5154
4	+	1358361	1363516	5155
5	+	109848	115033	5185
6	+	1350761	1355916	5155
7	-	916167	911013	5154
8	+	1374551	1379706	5155
9	+	3527338	3532503	5165
10	+	3839057	3844202	5145
11	+	954509	959674	5165
12	-	225085	219931	5154
13	+	4019095	4024260	5165
14	-	227628	222474	5154
20	+	1303916	1309071	5155
24	+	2264652	2269817	5165
27	-	2512516	2507352	5164
31	-	2485861	2480707	5154
34	+	1321730	1326885	5155
36	+	2113897	2119062	5165
37	+	1347834	1352990	5156
38	-	930957	925803	5154
41	+	3590866	3596031	5165
47	+	1961966	1967141	5175
48	+	1385515	1390670	5155
49	+	3560956	3566121	5165
53	+	1092995	1098140	5145
55	+	576850	581997	5147
56	+	1423302	1428457	5155
63	-	2570366	2565202	5164
64	-	1691788	1686634	5154
67	-	3185368	3180224	5144
68	-	1592141	1586987	5154
69	-	3055167	3050013	5154
72	-	3432919	3427755	5164
80	+	1348942	1354097	5155
81	+	1323412	1328567	5155
85	+	49864	55029	5165
89	+	1481327	1486482	5155
92	-	3208746	3203582	5164
94	-	2752068	2746875	5193
99	-	1297906	1292732	5174
100	+	2008007	2013172	5165
102	-	3045706	3040532	5174
105	-	1909598	1904445	5153
115	+	1380671	1385825	5154
119	+	1503782	1508947	5165
121	-	223505	218351	5154
122	+	1594159	1599324	5165
123	-	516435	511271	5164
125	+	1355533	1360698	5165
126	-	1415133	1409969	5164
127	+	3522685	3527840	5155
128	+	1340810	1345965	5155
129	-	593037	587883	5154
130	-	4048506	4043342	5164
131	+	862785	867950	5165
132	+	4189885	4195050	5165
133	-	16855	11691	5164
134	+	1108864	1114029	5165
135	-	2688206	2683052	5154
137	+	1270618	1275771	5153
138	-	3881474	3876320	5154
139	-	1026453	1021299	5154
141	+	4132009	4137164	5155
143	+	1518978	1524143	5165
146	-	2645521	2640357	5164
148	+	1386905	1392070	5165
150	-	317255	312103	5152
151	+	48026	53191	5165
152	-	1125440	1120298	5142
153	+	1467659	1472824	5165
154	-	3964669	3959515	5154
155	-	3869508	3864344	5164
156	-	3563515	3558361	5154
157	+	1324890	1330045	5155
158	+	2801921	2807086	5165
159	+	2341727	2346892	5165
160	+	3782274	3787439	5165
161	+	2522297	2527452	5155
162	+	2672783	2677938	5155
--------------------------------------------------------------------------------
Block #154
Seq_id	Strand	Start	End	Length
1	+	2405590	2442033	36443
2	-	3242435	3206041	36394
3	-	2733865	2697530	36335
4	+	1314819	1351253	36434
5	+	66351	102710	36359
6	+	1307253	1343650	36397
7	-	959599	923264	36335
8	+	1331050	1367443	36393
9	+	3483827	3520215	36388
10	+	3795544	3831951	36407
11	+	911000	947399	36399
12	-	268563	232205	36358
13	+	3975528	4011960	36432
14	-	271134	234736	36398
20	+	1260406	1296806	36400
24	+	2221110	2257541	36431
27	-	2555988	2519609	36379
31	-	2529359	2492958	36401
34	+	1278220	1314619	36399
36	+	2070427	2106805	36378
37	+	1304326	1340725	36399
38	-	974403	938066	36337
41	+	3547325	3583718	36393
47	+	1918480	1954840	36360
48	+	1341956	1378418	36462
49	+	3517452	3553846	36394
53	+	1049517	1085884	36367
55	+	533324	569742	36418
56	+	1379763	1416180	36417
63	-	2613903	2577474	36429
64	-	1735321	1698907	36414
67	-	3228873	3192476	36397
68	-	1635655	1599240	36415
69	-	3098648	3062266	36382
72	-	3476374	3440019	36355
80	+	1305431	1341831	36400
81	+	1279918	1316302	36384
85	+	6409	42765	36356
89	+	1437785	1474216	36431
92	-	3252362	3215854	36508
94	-	2795541	2759165	36376
99	-	1341394	1305033	36361
100	+	1964503	2000885	36382
102	-	3089155	3052821	36334
105	-	1953107	1916733	36374
115	+	1337109	1373565	36456
119	+	1460320	1496679	36359
121	-	267048	230617	36431
122	+	1550692	1587048	36356
123	-	559905	523532	36373
125	+	1311997	1348426	36429
126	-	1458625	1422230	36395
127	+	3479117	3515550	36433
128	+	1297301	1333699	36398
129	-	636495	600131	36364
130	-	4092011	4055603	36408
131	+	819165	855679	36514
132	+	4146342	4182737	36395
133	-	60480	23963	36517
134	+	1065227	1101754	36527
135	-	2731734	2695369	36365
137	+	1227148	1263494	36346
138	-	3924896	3888511	36385
139	-	1069998	1033596	36402
141	+	4088509	4124890	36381
143	+	1475442	1511866	36424
146	-	2688985	2652641	36344
148	+	1343333	1379798	36465
150	-	360770	324363	36407
151	+	4570	40936	36366
152	-	1168956	1132585	36371
153	+	1424171	1460568	36397
154	-	4008171	3971791	36380
155	-	3913086	3876616	36470
156	-	3607045	3570652	36393
157	+	1281380	1317779	36399
158	+	2758403	2794825	36422
159	+	2298226	2334578	36352
160	+	3738788	3775165	36377
161	+	2478711	2515161	36450
162	+	2629319	2665694	36375
--------------------------------------------------------------------------------
Block #153
Seq_id	Strand	Start	End	Length
1	+	2392056	2399160	7104
2	-	3256005	3248901	7104
3	-	2747396	2740292	7104
4	+	1301248	1308351	7103
5	+	51467	59884	8417
6	+	1293714	1300818	7104
7	-	973130	966026	7104
8	+	1317468	1324572	7104
9	+	3470306	3477410	7104
10	+	3781927	3789036	7109
11	+	897431	904535	7104
12	-	282085	274980	7105
13	+	3961994	3969098	7104
14	-	284662	277558	7104
20	+	1246866	1253970	7104
24	+	2207528	2214632	7104
27	-	2569559	2562455	7104
31	-	2542941	2535837	7104
34	+	1264682	1271786	7104
36	+	2056855	2063959	7104
37	+	1290787	1297891	7104
41	+	3533798	3540902	7104
47	+	1904946	1912050	7104
48	+	1328423	1335527	7104
49	+	3503920	3511023	7103
53	+	1034777	1041881	7104
55	+	519790	526894	7104
56	+	1366238	1373342	7104
63	-	2627435	2620331	7104
64	-	1748857	1741753	7104
67	-	3242405	3235301	7104
68	-	1649187	1642083	7104
69	-	3112187	3105083	7104
72	-	3489944	3482840	7104
80	+	1291892	1298996	7104
81	+	1266378	1273482	7104
85	+	4002383	4009467	7084
89	+	1424245	1431349	7104
92	-	3265896	3258792	7104
94	-	2810293	2803189	7104
99	-	1354927	1347823	7104
100	+	1947876	1954980	7104
102	-	3102683	3095579	7104
105	-	1967958	1960854	7104
115	+	1323576	1330680	7104
119	+	1446194	1453298	7104
121	-	280587	273483	7104
122	+	1537157	1544261	7104
123	-	573474	566370	7104
125	+	1298464	1305568	7104
126	-	1473390	1466286	7104
127	+	3465587	3472691	7104
128	+	1283762	1290866	7104
129	-	650011	642909	7102
130	-	4105588	4098484	7104
131	+	805599	812703	7104
132	+	4132812	4139916	7104
133	-	74052	66948	7104
134	+	1051664	1058765	7101
135	-	2745264	2738160	7104
137	+	1213583	1220691	7108
138	-	12922	5818	7104
139	-	1084889	1076472	8417
141	+	4073739	4080843	7104
143	+	1461911	1469015	7104
144	-	574070	567023	7047
146	-	2702548	2695444	7104
148	+	1329801	1336904	7103
150	-	374293	367189	7104
151	-	2283895	2276791	7104
152	-	1182429	1175382	7047
153	+	1410631	1417735	7104
154	-	4021765	4014645	7120
155	-	3926659	3919555	7104
156	-	3620577	3613473	7104
157	+	1267845	1274949	7104
158	+	2743637	2750741	7104
159	+	2284693	2291797	7104
160	+	3724022	3731126	7104
161	+	2465177	2472281	7104
162	+	2614547	2621651	7104
--------------------------------------------------------------------------------
Block #152
Seq_id	Strand	Start	End	Length
1	+	2340646	2392055	51409
2	-	3307414	3256007	51407
3	-	2798806	2747398	51408
4	+	1249828	1301247	51419
5	+	34	51466	51432
6	+	1242304	1293713	51409
7	-	1024540	973132	51408
8	+	1266057	1317467	51410
9	+	3418882	3470305	51423
10	+	3730482	3781926	51444
11	+	845988	897430	51442
12	-	333512	282087	51425
13	+	3910569	3961993	51424
14	-	336074	284664	51410
20	+	1195457	1246865	51408
24	+	2156145	2207527	51382
27	-	2620969	2569561	51408
31	-	2594352	2542943	51409
34	+	1213272	1264681	51409
36	+	2005445	2056854	51409
37	+	1239377	1290786	51409
41	+	3482367	3533797	51430
47	+	1853521	1904945	51424
48	+	1277001	1328422	51421
49	+	3452511	3503919	51408
53	+	983354	1034776	51422
55	+	468381	519789	51408
56	+	1314817	1366237	51420
63	-	2678862	2627437	51425
64	-	1800277	1748859	51418
67	-	3293815	3242407	51408
68	-	1700614	1649189	51425
69	-	3163609	3112189	51420
72	-	3541389	3489946	51443
80	+	1240482	1291891	51409
81	+	1215073	1266377	51304
85	+	3950937	4002382	51445
89	+	1372835	1424244	51409
92	-	3317305	3265898	51407
94	-	2861705	2810295	51410
99	-	1406352	1354929	51423
100	+	1896450	1947875	51425
102	-	3154111	3102685	51426
105	-	2019350	1967960	51390
115	+	1272157	1323575	51418
119	+	1394842	1446193	51351
121	-	331997	280589	51408
122	+	1485747	1537156	51409
123	-	624884	573476	51408
125	+	1247037	1298463	51426
126	-	1524810	1473392	51418
127	+	3414158	3465586	51428
128	+	1232352	1283761	51409
129	-	701434	650013	51421
130	-	4157013	4105590	51423
131	+	754175	805598	51423
132	+	4081419	4132811	51392
133	-	125476	74054	51422
134	+	1000281	1051663	51382
135	-	2796693	2745266	51427
137	+	1162179	1213582	51403
138	-	64336	12924	51412
139	-	1136301	1084891	51410
141	+	4022312	4073738	51426
143	+	1410488	1461910	51422
144	-	625498	574072	51426
146	-	2753976	2702550	51426
148	+	1278374	1329800	51426
150	-	425716	374295	51421
151	-	2335305	2283897	51408
152	-	1233851	1182431	51420
153	+	1359270	1410630	51360
154	-	51383	1	51382
155	-	3978076	3926661	51415
156	-	3672007	3620579	51428
157	+	1216435	1267844	51409
158	+	2692217	2743636	51419
159	+	2233339	2284692	51353
160	+	3672597	3724021	51424
161	+	2413747	2465176	51429
162	+	2563092	2614546	51454
--------------------------------------------------------------------------------
Block #151
Seq_id	Strand	Start	End	Length
1	+	2335039	2340645	5606
2	-	3312981	3307416	5565
3	-	2804419	2798808	5611
4	+	1244200	1249827	5627
5	+	4106652	4112209	5557
6	+	1236697	1242303	5606
7	-	1030153	1024542	5611
8	+	1260422	1266056	5634
9	+	3413282	3418881	5599
10	+	3724857	3730481	5624
11	+	840378	845987	5609
12	-	339107	333514	5593
13	+	3904988	3910568	5580
14	-	341707	336076	5631
20	+	1189850	1195456	5606
24	+	2150546	2156144	5598
27	-	2626556	2620971	5585
31	-	2599995	2594354	5641
34	+	1207665	1213271	5606
36	+	1999859	2005444	5585
37	+	1233785	1239376	5591
41	+	3476789	3482366	5577
47	+	1847928	1853520	5592
48	+	1271409	1277000	5591
49	+	3446940	3452510	5570
53	+	977780	983353	5573
55	+	462760	468380	5620
56	+	1309232	1314816	5584
63	-	2684461	2678864	5597
64	-	1805849	1800279	5570
67	-	3299395	3293817	5578
68	-	1706227	1700616	5611
69	-	3169182	3163611	5571
72	-	3546930	3541391	5539
80	+	1234875	1240481	5606
81	+	1209466	1215072	5606
85	+	3945397	3950936	5539
89	+	1367228	1372834	5606
92	-	3322899	3317307	5592
94	-	2867272	2861707	5565
99	-	1411946	1406354	5592
100	+	1890850	1896449	5599
102	-	3159736	3154113	5623
105	-	2024949	2019352	5597
115	+	1266529	1272156	5627
119	+	1389261	1394841	5580
121	-	337605	331999	5606
122	+	1480134	1485746	5612
123	-	630499	624886	5613
125	+	1241438	1247036	5598
126	-	1530404	1524812	5592
127	+	3408580	3414157	5577
128	+	1226760	1232351	5591
129	-	707047	701436	5611
130	-	4162623	4157015	5608
131	+	748569	754174	5605
132	+	4075827	4081418	5591
133	-	131091	125478	5613
134	+	994674	1000280	5606
135	-	2802287	2796695	5592
137	+	1156573	1162178	5605
138	-	69902	64338	5564
139	-	1141831	1136303	5528
141	+	4016700	4022311	5611
143	+	1404902	1410487	5585
144	-	631072	625500	5572
146	-	2759583	2753978	5605
148	+	1272762	1278373	5611
150	-	431323	425718	5605
151	-	2340953	2335307	5646
152	-	1239509	1233853	5656
153	+	1353692	1359269	5577
154	-	57003	51385	5618
155	-	3983698	3978078	5620
156	-	3677601	3672009	5592
157	+	1210843	1216434	5591
158	+	2686624	2692216	5592
159	+	2227752	2233338	5586
160	+	3666988	3672596	5608
161	+	2408154	2413746	5592
162	+	2557454	2563091	5637
--------------------------------------------------------------------------------
Block #150
Seq_id	Strand	Start	End	Length
1	+	2331439	2334716	3277
2	-	3316580	3313304	3276
3	-	2808003	2804727	3276
4	+	1240592	1243868	3276
5	+	4103045	4106320	3275
6	+	1233099	1236376	3277
7	-	1033737	1030461	3276
8	+	1256822	1260099	3277
9	+	3409655	3412932	3277
10	+	3721257	3724534	3277
11	+	836778	840055	3277
12	-	342723	339448	3275
13	+	3901406	3904683	3277
14	-	345313	342037	3276
20	+	1186258	1189535	3277
24	+	2146941	2150217	3276
27	-	2630155	2626879	3276
31	-	2603594	2600318	3276
34	+	1204071	1207348	3277
36	+	1996259	1999536	3277
37	+	1230170	1233447	3277
41	+	3473208	3476484	3276
47	+	1844328	1847605	3277
48	+	1267801	1271077	3276
49	+	3443343	3446620	3277
53	+	974183	977460	3277
55	+	459160	462437	3277
56	+	1305632	1308909	3277
63	-	2688058	2684782	3276
64	-	1809466	1806190	3276
67	-	3302994	3299718	3276
68	-	1709824	1706548	3276
69	-	3172781	3169505	3276
72	-	3550511	3547235	3276
80	+	1231275	1234552	3277
81	+	1205866	1209143	3277
85	+	3941815	3945092	3277
89	+	1363628	1366905	3277
92	-	3326498	3323222	3276
94	-	2870898	2867622	3276
99	-	1415545	1412269	3276
100	+	1887250	1890527	3277
102	-	3163322	3160050	3272
105	-	2028545	2025270	3275
115	+	1262906	1266197	3291
119	+	1385652	1388929	3277
121	-	341204	337928	3276
122	+	1476529	1479805	3276
123	-	634098	630822	3276
125	+	1237841	1241118	3277
126	-	1533985	1530709	3276
127	+	3404980	3408257	3277
128	+	1223145	1226422	3277
129	-	710655	707379	3276
130	-	4166204	4162928	3276
131	+	744960	748237	3277
132	+	4072227	4075504	3277
133	-	134699	131423	3276
134	+	991074	994351	3277
135	-	2805868	2802592	3276
137	+	1152988	1156265	3277
138	-	73510	70234	3276
139	-	1145482	1142206	3276
141	+	4013109	4016401	3292
143	+	1401302	1404579	3277
144	-	634671	631395	3276
146	-	2764520	2761273	3247
148	+	1269165	1272442	3277
150	-	434922	431646	3276
151	-	2344525	2341274	3251
152	-	1243099	1239823	3276
153	+	1350092	1353369	3277
154	-	60572	57308	3264
155	-	3987306	3984030	3276
156	-	3681182	3677906	3276
157	+	1207228	1210505	3277
158	+	2683042	2686319	3277
159	+	2224092	2227369	3277
160	+	3663406	3666683	3277
161	+	2404572	2407849	3277
162	+	2553872	2557149	3277
--------------------------------------------------------------------------------
Block #149
Seq_id	Strand	Start	End	Length
1	+	2326403	2331438	5035
2	-	3321609	3316582	5027
3	-	2813011	2808005	5006
4	+	1235564	1240591	5027
5	+	4097999	4103044	5045
6	+	1228081	1233098	5017
7	-	1038745	1033739	5006
8	+	1251794	1256821	5027
9	+	3404645	3409654	5009
10	+	3716220	3721256	5036
11	+	831741	836777	5036
12	-	347761	342725	5036
13	+	3896369	3901405	5036
14	-	350351	345315	5036
20	+	1181240	1186257	5017
24	+	2141913	2146940	5027
27	-	2635193	2630157	5036
31	-	2608623	2603596	5027
34	+	1199053	1204070	5017
36	+	1991222	1996258	5036
37	+	1225152	1230169	5017
41	+	3468171	3473207	5036
47	+	1839291	1844327	5036
48	+	1262773	1267800	5027
49	+	3438315	3443342	5027
53	+	969155	974182	5027
55	+	454123	459159	5036
56	+	1300595	1305631	5036
63	-	2693087	2688060	5027
64	-	1814504	1809468	5036
67	-	3308032	3302996	5036
68	-	1714853	1709826	5027
69	-	3177810	3172783	5027
72	-	3555530	3550513	5017
80	+	1226257	1231274	5017
81	+	1200848	1205865	5017
85	+	3936797	3941814	5017
89	+	1358610	1363627	5017
92	-	3331536	3326500	5036
94	-	2875926	2870900	5026
99	-	1420583	1415547	5036
100	+	1882222	1887249	5027
102	-	3168351	3163324	5027
105	-	2033592	2028547	5045
115	+	1257878	1262905	5027
119	+	1380615	1385651	5036
121	-	346223	341206	5017
122	+	1471501	1476528	5027
123	-	639145	634100	5045
125	+	1232813	1237840	5027
126	-	1539023	1533987	5036
127	+	3399943	3404979	5036
128	+	1218127	1223144	5017
129	-	715684	710657	5027
130	-	4171242	4166206	5036
131	+	739942	744959	5017
132	+	4067190	4072226	5036
133	-	139718	134701	5017
134	+	986037	991073	5036
135	-	2810888	2805870	5018
137	+	1147906	1152987	5081
138	-	78529	73512	5017
139	-	1150511	1145484	5027
141	+	3978087	3983089	5002
143	+	1396265	1401301	5036
144	-	639718	634673	5045
146	-	2769558	2764522	5036
148	+	1264137	1269164	5027
150	-	439951	434924	5027
151	-	2349572	2344527	5045
152	-	1248128	1243101	5027
153	+	1345064	1350091	5027
154	-	65619	60574	5045
155	-	3992344	3987308	5036
156	-	3686202	3681184	5018
157	+	1202210	1207227	5017
158	+	2677996	2683041	5045
159	+	2219065	2224091	5026
160	+	3658391	3663405	5014
161	+	2399553	2404571	5018
162	+	2548817	2553871	5054
--------------------------------------------------------------------------------
Block #148
Seq_id	Strand	Start	End	Length
1	+	2312409	2326289	13880
2	-	3335666	3321741	13925
3	-	2826988	2813117	13871
4	+	1221454	1235437	13983
5	+	4084073	4097885	13812
6	+	1214066	1227945	13879
7	-	1052610	1038851	13759
8	+	1237911	1251673	13762
9	+	3390706	3404531	13825
10	+	3702247	3716099	13852
11	+	816427	830165	13738
12	-	361736	347868	13868
13	+	3882532	3896255	13723
14	-	364162	350458	13704
20	+	1167323	1181142	13819
24	+	2127854	2141792	13938
27	-	2649262	2635307	13955
31	-	2622546	2608744	13802
34	+	1185062	1198922	13860
36	+	1977159	1991108	13949
37	+	1211227	1225071	13844
41	+	3454389	3468057	13668
47	+	1825234	1839177	13943
48	+	1248613	1262645	14032
49	+	3424357	3438194	13837
53	+	955224	969034	13810
55	+	440263	454009	13746
56	+	1286622	1300481	13859
63	-	2707112	2693215	13897
64	-	1828555	1814632	13923
67	-	3322030	3308181	13849
68	-	1729055	1714981	14074
69	-	3193283	3179385	13898
72	-	3569500	3555666	13834
80	+	1212260	1226133	13873
81	+	1186923	1200714	13791
85	+	3922816	3936658	13842
89	+	1344594	1358474	13880
