block,genome,chr/contig,start,end,orientation,length
150,BUMA.1121.00007,1,2867622,2870898,-,3276
150,BUMA.1121.00025,1,1412269,1415545,-,3276
150,BUMA.1121.00021,1,1887250,1890527,+,3277
150,BUMA.1121.00103,1,3160050,3163322,-,3272
150,BUMA.1121.00096,1,2025270,2028545,-,3275
150,BUMA.1121.00079,1,1262906,1266197,+,3291
150,BUMA.1121.00039,1,1385652,1388929,+,3277
150,BUMA.1121.00083,1,337928,341204,-,3276
150,BUMA.1121.00084,1,1476529,1479805,+,3276
150,BUMA.1121.00049,1,630822,634098,-,3276
150,BUMA.1121.00089,1,1237841,1241118,+,3277
150,BUMA.1121.00014,1,1530709,1533985,-,3276
150,BUMA.1121.00090,1,3404980,3408257,+,3277
150,BUMA.1121.00071,1,1223145,1226422,+,3277
150,BUMA.1121.00078,1,707379,710655,-,3276
150,BUMA.1121.00102,1,4162928,4166204,-,3276
150,BUMA.1121.00075,1,744960,748237,+,3277
150,BUMA.1121.00012,1,4072227,4075504,+,3277
150,BUMA.1121.00076,1,131423,134699,-,3276
150,BUMA.1121.00106,1,991074,994351,+,3277
150,BUMA.1121.00001,1,2802592,2805868,-,3276
150,BUMA.1121.00107,1,1152988,1156265,+,3277
150,BUMA.1121.00104,1,70234,73510,-,3276
150,BUMA.1121.00099,1,1142206,1145482,-,3276
150,BUMA.1121.00098,1,4013109,4016401,+,3292
150,BUMA.1121.00111,1,1401302,1404579,+,3277
150,BUMA.1121.00109,1,631395,634671,-,3276
150,BUMA.1121.00097,1,2761273,2764520,-,3247
150,BUMA.1121.00094,1,1269165,1272442,+,3277
150,BUMA.1121.00095,1,431646,434922,-,3276
150,BUMA.1121.00005,1,2341274,2344525,-,3251
150,BUMA.1121.00101,1,1239823,1243099,-,3276
150,BUMA.1121.00065,1,1350092,1353369,+,3277
150,BUMA.1121.00100,1,57308,60572,-,3264
150,BUMA.1121.00105,1,3984030,3987306,-,3276
150,BUMA.1121.00029,1,3677906,3681182,-,3276
150,BUMA.1121.00066,1,1207228,1210505,+,3277
150,BUMA.1121.00031,1,2683042,2686319,+,3277
150,BUMA.1121.00108,1,2224092,2227369,+,3277
150,BUMA.1121.00023,1,3663406,3666683,+,3277
150,BUMA.1121.00035,1,2404572,2407849,+,3277
150,BUMA.1121.00041,1,2553872,2557149,+,3277
149,BUMA.1121.00057,1,2326403,2331438,+,5035
149,BUMA.1121.00058,1,3316582,3321609,-,5027
149,BUMA.1121.00045,1,2808005,2813011,-,5006
149,BUMA.1121.00051,1,1235564,1240591,+,5027
149,BUMA.1121.00068,1,4097999,4103044,+,5045
149,BUMA.1121.00061,1,1228081,1233098,+,5017
149,BUMA.1121.00060,1,1033739,1038745,-,5006
149,BUMA.1121.00064,1,1251794,1256821,+,5027
149,BUMA.1121.00016,1,3404645,3409654,+,5009
149,BUMA.1121.00003,1,3716220,3721256,+,5036
149,BUMA.1121.00055,1,831741,836777,+,5036
149,BUMA.1121.00011,1,342725,347761,-,5036
149,BUMA.1121.00037,1,3896369,3901405,+,5036
149,BUMA.1121.00009,1,345315,350351,-,5036
149,BUMA.1121.00069,1,1181240,1186257,+,5017
149,BUMA.1121.00088,1,2141913,2146940,+,5027
149,BUMA.1121.00092,1,2630157,2635193,-,5036
149,BUMA.1121.00074,1,2603596,2608623,-,5027
149,BUMA.1121.00070,1,1199053,1204070,+,5017
149,BUMA.1121.00093,1,1991222,1996258,+,5036
149,BUMA.1121.00063,1,1225152,1230169,+,5017
149,BUMA.1121.00033,1,3468171,3473207,+,5036
149,BUMA.1121.00018,1,1839291,1844327,+,5036
149,BUMA.1121.00080,1,1262773,1267800,+,5027
149,BUMA.1121.00027,1,3438315,3443342,+,5027
149,BUMA.1121.00053,1,969155,974182,+,5027
149,BUMA.1121.00059,1,454123,459159,+,5036
149,BUMA.1121.00043,1,1300595,1305631,+,5036
149,BUMA.1121.00056,1,2688060,2693087,-,5027
149,BUMA.1121.00112,1,1809468,1814504,-,5036
149,BUMA.1121.00091,1,3302996,3308032,-,5036
149,BUMA.1121.00047,1,1709826,1714853,-,5027
149,BUMA.1121.00067,1,3172783,3177810,-,5027
149,BUMA.1121.00110,1,3550513,3555530,-,5017
149,BUMA.1121.00073,1,1226257,1231274,+,5017
149,BUMA.1121.00072,1,1200848,1205865,+,5017
149,BUMA.1121.00077,1,3936797,3941814,+,5017
149,BUMA.1121.00082,1,1358610,1363627,+,5017
149,BUMA.1121.00062,1,3326500,3331536,-,5036
149,BUMA.1121.00007,1,2870900,2875926,-,5026
149,BUMA.1121.00025,1,1415547,1420583,-,5036
149,BUMA.1121.00021,1,1882222,1887249,+,5027
149,BUMA.1121.00103,1,3163324,3168351,-,5027
149,BUMA.1121.00096,1,2028547,2033592,-,5045
149,BUMA.1121.00079,1,1257878,1262905,+,5027
149,BUMA.1121.00039,1,1380615,1385651,+,5036
149,BUMA.1121.00083,1,341206,346223,-,5017
149,BUMA.1121.00084,1,1471501,1476528,+,5027
149,BUMA.1121.00049,1,634100,639145,-,5045
149,BUMA.1121.00089,1,1232813,1237840,+,5027
149,BUMA.1121.00014,1,1533987,1539023,-,5036
149,BUMA.1121.00090,1,3399943,3404979,+,5036
149,BUMA.1121.00071,1,1218127,1223144,+,5017
149,BUMA.1121.00078,1,710657,715684,-,5027
149,BUMA.1121.00102,1,4166206,4171242,-,5036
149,BUMA.1121.00075,1,739942,744959,+,5017
149,BUMA.1121.00012,1,4067190,4072226,+,5036
149,BUMA.1121.00076,1,134701,139718,-,5017
149,BUMA.1121.00106,1,986037,991073,+,5036
149,BUMA.1121.00001,1,2805870,2810888,-,5018
149,BUMA.1121.00107,1,1147906,1152987,+,5081
149,BUMA.1121.00104,1,73512,78529,-,5017
149,BUMA.1121.00099,1,1145484,1150511,-,5027
149,BUMA.1121.00098,1,3978087,3983089,+,5002
149,BUMA.1121.00111,1,1396265,1401301,+,5036
149,BUMA.1121.00109,1,634673,639718,-,5045
149,BUMA.1121.00097,1,2764522,2769558,-,5036
149,BUMA.1121.00094,1,1264137,1269164,+,5027
149,BUMA.1121.00095,1,434924,439951,-,5027
149,BUMA.1121.00005,1,2344527,2349572,-,5045
149,BUMA.1121.00101,1,1243101,1248128,-,5027
149,BUMA.1121.00065,1,1345064,1350091,+,5027
149,BUMA.1121.00100,1,60574,65619,-,5045
149,BUMA.1121.00105,1,3987308,3992344,-,5036
149,BUMA.1121.00029,1,3681184,3686202,-,5018
149,BUMA.1121.00066,1,1202210,1207227,+,5017
149,BUMA.1121.00031,1,2677996,2683041,+,5045
149,BUMA.1121.00108,1,2219065,2224091,+,5026
149,BUMA.1121.00023,1,3658391,3663405,+,5014
149,BUMA.1121.00035,1,2399553,2404571,+,5018
149,BUMA.1121.00041,1,2548817,2553871,+,5054
148,BUMA.1121.00057,1,2312409,2326289,+,13880
148,BUMA.1121.00058,1,3321741,3335666,-,13925
148,BUMA.1121.00045,1,2813117,2826988,-,13871
148,BUMA.1121.00051,1,1221454,1235437,+,13983
148,BUMA.1121.00068,1,4084073,4097885,+,13812
148,BUMA.1121.00061,1,1214066,1227945,+,13879
148,BUMA.1121.00060,1,1038851,1052610,-,13759
148,BUMA.1121.00064,1,1237911,1251673,+,13762
148,BUMA.1121.00016,1,3390706,3404531,+,13825
148,BUMA.1121.00003,1,3702247,3716099,+,13852
148,BUMA.1121.00055,1,816427,830165,+,13738
148,BUMA.1121.00011,1,347868,361736,-,13868
148,BUMA.1121.00037,1,3882532,3896255,+,13723
148,BUMA.1121.00009,1,350458,364162,-,13704
148,BUMA.1121.00069,1,1167323,1181142,+,13819
148,BUMA.1121.00088,1,2127854,2141792,+,13938
148,BUMA.1121.00092,1,2635307,2649262,-,13955
148,BUMA.1121.00074,1,2608744,2622546,-,13802
148,BUMA.1121.00070,1,1185062,1198922,+,13860
148,BUMA.1121.00093,1,1977159,1991108,+,13949
148,BUMA.1121.00063,1,1211227,1225071,+,13844
148,BUMA.1121.00033,1,3454389,3468057,+,13668
148,BUMA.1121.00018,1,1825234,1839177,+,13943
148,BUMA.1121.00080,1,1248613,1262645,+,14032
148,BUMA.1121.00027,1,3424357,3438194,+,13837
148,BUMA.1121.00053,1,955224,969034,+,13810
148,BUMA.1121.00059,1,440263,454009,+,13746
148,BUMA.1121.00043,1,1286622,1300481,+,13859
148,BUMA.1121.00056,1,2693215,2707112,-,13897
148,BUMA.1121.00112,1,1814632,1828555,-,13923
148,BUMA.1121.00091,1,3308181,3322030,-,13849
148,BUMA.1121.00047,1,1714981,1729055,-,14074
148,BUMA.1121.00067,1,3179385,3193283,-,13898
148,BUMA.1121.00110,1,3555666,3569500,-,13834
148,BUMA.1121.00073,1,1212260,1226133,+,13873
148,BUMA.1121.00072,1,1186923,1200714,+,13791
148,BUMA.1121.00077,1,3922816,3936658,+,13842
148,BUMA.1121.00082,1,1344594,1358474,+,13880
148,BUMA.1121.00062,1,3331657,3345561,-,13904
148,BUMA.1121.00007,1,2876047,2890017,-,13970
148,BUMA.1121.00025,1,1420697,1434608,-,13911
148,BUMA.1121.00021,1,1868324,1882108,+,13784
148,BUMA.1121.00103,1,3168488,3182161,-,13673
148,BUMA.1121.00096,1,2033699,2047628,-,13929
148,BUMA.1121.00079,1,1243689,1257751,+,14062
148,BUMA.1121.00039,1,1366657,1380501,+,13844
148,BUMA.1121.00083,1,346359,360231,-,13872
148,BUMA.1121.00084,1,1457399,1471380,+,13981
148,BUMA.1121.00049,1,639266,653045,-,13779
148,BUMA.1121.00089,1,1218654,1232685,+,14031
148,BUMA.1121.00014,1,1539137,1552863,-,13726
148,BUMA.1121.00090,1,3385939,3399829,+,13890
148,BUMA.1121.00071,1,1204178,1218041,+,13863
148,BUMA.1121.00078,1,715820,729757,-,13937
148,BUMA.1121.00102,1,4171364,4185325,-,13961
148,BUMA.1121.00075,1,726073,739822,+,13749
148,BUMA.1121.00012,1,4053273,4067076,+,13803
148,BUMA.1121.00076,1,139839,153581,-,13742
148,BUMA.1121.00106,1,972019,985916,+,13897
148,BUMA.1121.00001,1,2811002,2824729,-,13727
148,BUMA.1121.00107,1,1133929,1147799,+,13870
148,BUMA.1121.00104,1,78650,92420,-,13770
148,BUMA.1121.00099,1,1150618,1164607,-,13989
148,BUMA.1121.00098,1,3964132,3977959,+,13827
148,BUMA.1121.00111,1,1382299,1396137,+,13838
148,BUMA.1121.00109,1,639818,653936,-,14118
148,BUMA.1121.00097,1,2769679,2783624,-,13945
148,BUMA.1121.00094,1,1249986,1264009,+,14023
148,BUMA.1121.00095,1,440087,453784,-,13697
148,BUMA.1121.00005,1,2349672,2363482,-,13810
148,BUMA.1121.00101,1,1248242,1262109,-,13867
148,BUMA.1121.00065,1,1331195,1344916,+,13721
148,BUMA.1121.00100,1,65775,79618,-,13843
148,BUMA.1121.00105,1,3992465,4006385,-,13920
148,BUMA.1121.00029,1,3686316,3700131,-,13815
148,BUMA.1121.00066,1,1188255,1202106,+,13851
148,BUMA.1121.00031,1,2664133,2677882,+,13749
148,BUMA.1121.00108,1,2205253,2218944,+,13691
148,BUMA.1121.00023,1,3644443,3658287,+,13844
148,BUMA.1121.00035,1,2385712,2399439,+,13727
148,BUMA.1121.00041,1,2534934,2548710,+,13776
147,BUMA.1121.00057,1,2305459,2312408,+,6949
147,BUMA.1121.00058,1,3335668,3342617,-,6949
147,BUMA.1121.00045,1,2826990,2833939,-,6949
147,BUMA.1121.00051,1,1214504,1221453,+,6949
147,BUMA.1121.00068,1,4077123,4084072,+,6949
147,BUMA.1121.00061,1,1207092,1214065,+,6973
147,BUMA.1121.00060,1,1052612,1059561,-,6949
147,BUMA.1121.00064,1,1230961,1237910,+,6949
147,BUMA.1121.00016,1,3383756,3390705,+,6949
147,BUMA.1121.00003,1,3695297,3702246,+,6949
147,BUMA.1121.00055,1,809477,816426,+,6949
147,BUMA.1121.00011,1,361738,368683,-,6945
147,BUMA.1121.00037,1,3875582,3882531,+,6949
147,BUMA.1121.00009,1,364164,371113,-,6949
147,BUMA.1121.00069,1,1160348,1167322,+,6974
147,BUMA.1121.00088,1,2120904,2127853,+,6949
147,BUMA.1121.00092,1,2649264,2656213,-,6949
147,BUMA.1121.00074,1,2622548,2629497,-,6949
147,BUMA.1121.00070,1,1178088,1185061,+,6973
147,BUMA.1121.00093,1,1970209,1977158,+,6949
147,BUMA.1121.00063,1,1204253,1211226,+,6973
147,BUMA.1121.00033,1,3447439,3454388,+,6949
147,BUMA.1121.00018,1,1818284,1825233,+,6949
147,BUMA.1121.00080,1,1241663,1248612,+,6949
147,BUMA.1121.00027,1,3417407,3424356,+,6949
147,BUMA.1121.00053,1,948274,955223,+,6949
147,BUMA.1121.00059,1,433313,440262,+,6949
147,BUMA.1121.00043,1,1279672,1286621,+,6949
147,BUMA.1121.00056,1,2707114,2714063,-,6949
147,BUMA.1121.00112,1,1828557,1835518,-,6961
147,BUMA.1121.00091,1,3322032,3328981,-,6949
147,BUMA.1121.00047,1,1729057,1736006,-,6949
147,BUMA.1121.00067,1,3193285,3200234,-,6949
147,BUMA.1121.00110,1,3569502,3576451,-,6949
147,BUMA.1121.00073,1,1205283,1212259,+,6976
147,BUMA.1121.00072,1,1179948,1186922,+,6974
147,BUMA.1121.00077,1,3915868,3922815,+,6947
147,BUMA.1121.00082,1,1337651,1344593,+,6942
147,BUMA.1121.00062,1,3345563,3352512,-,6949
147,BUMA.1121.00007,1,2890019,2896968,-,6949
147,BUMA.1121.00025,1,1434610,1441559,-,6949
147,BUMA.1121.00021,1,1861374,1868323,+,6949
147,BUMA.1121.00103,1,3182163,3189112,-,6949
147,BUMA.1121.00096,1,2047630,2054572,-,6942
147,BUMA.1121.00079,1,1236739,1243688,+,6949
147,BUMA.1121.00039,1,1359707,1366656,+,6949
147,BUMA.1121.00083,1,360233,367175,-,6942
147,BUMA.1121.00084,1,1450449,1457398,+,6949
147,BUMA.1121.00049,1,653047,659996,-,6949
147,BUMA.1121.00089,1,1211704,1218653,+,6949
147,BUMA.1121.00014,1,1552865,1559814,-,6949
147,BUMA.1121.00090,1,3378989,3385938,+,6949
147,BUMA.1121.00071,1,1197204,1204177,+,6973
147,BUMA.1121.00078,1,729759,736708,-,6949
147,BUMA.1121.00102,1,1,6913,-,6912
147,BUMA.1121.00075,1,719124,726072,+,6948
147,BUMA.1121.00012,1,4046327,4053272,+,6945
147,BUMA.1121.00076,1,153583,160532,-,6949
147,BUMA.1121.00106,1,965069,972018,+,6949
147,BUMA.1121.00001,1,2824731,2831680,-,6949
147,BUMA.1121.00107,1,1126979,1133928,+,6949
147,BUMA.1121.00104,1,92422,99371,-,6949
147,BUMA.1121.00099,1,1164609,1171558,-,6949
147,BUMA.1121.00098,1,3957186,3964131,+,6945
147,BUMA.1121.00111,1,1375349,1382298,+,6949
147,BUMA.1121.00109,1,653938,660887,-,6949
147,BUMA.1121.00097,1,2783626,2790575,-,6949
147,BUMA.1121.00094,1,1243036,1249985,+,6949
147,BUMA.1121.00095,1,453786,460735,-,6949
147,BUMA.1121.00005,1,2363484,2370433,-,6949
147,BUMA.1121.00101,1,1262111,1269060,-,6949
147,BUMA.1121.00065,1,1324245,1331194,+,6949
147,BUMA.1121.00100,1,79620,86569,-,6949
147,BUMA.1121.00105,1,4006387,4013336,-,6949
147,BUMA.1121.00029,1,3700133,3707082,-,6949
147,BUMA.1121.00066,1,1181281,1188254,+,6973
147,BUMA.1121.00031,1,2657183,2664132,+,6949
147,BUMA.1121.00108,1,2198303,2205252,+,6949
147,BUMA.1121.00023,1,3637493,3644442,+,6949
147,BUMA.1121.00035,1,2378769,2385711,+,6942
147,BUMA.1121.00041,1,2527984,2534933,+,6949
146,BUMA.1121.00057,1,2301069,2305457,+,4388
146,BUMA.1121.00058,1,3342618,3347007,-,4389
146,BUMA.1121.00045,1,2833940,2838329,-,4389
146,BUMA.1121.00051,1,1210114,1214502,+,4388
146,BUMA.1121.00068,1,4072733,4077121,+,4388
146,BUMA.1121.00061,1,1202702,1207090,+,4388
146,BUMA.1121.00060,1,1059562,1063951,-,4389
146,BUMA.1121.00064,1,1226571,1230959,+,4388
146,BUMA.1121.00016,1,3379366,3383754,+,4388
146,BUMA.1121.00003,1,3690907,3695295,+,4388
146,BUMA.1121.00055,1,787876,792280,+,4404
146,BUMA.1121.00011,1,384760,389163,-,4403
146,BUMA.1121.00037,1,3871192,3875580,+,4388
146,BUMA.1121.00009,1,371114,375496,-,4382
146,BUMA.1121.00069,1,1155958,1160346,+,4388
146,BUMA.1121.00088,1,2116514,2120902,+,4388
146,BUMA.1121.00092,1,2656214,2660603,-,4389
146,BUMA.1121.00074,1,2629498,2633887,-,4389
146,BUMA.1121.00070,1,1173698,1178086,+,4388
146,BUMA.1121.00093,1,1965819,1970207,+,4388
146,BUMA.1121.00063,1,1199877,1204251,+,4374
146,BUMA.1121.00033,1,3443049,3447437,+,4388
146,BUMA.1121.00018,1,1813894,1818282,+,4388
146,BUMA.1121.00080,1,1237273,1241661,+,4388
146,BUMA.1121.00027,1,3413017,3417405,+,4388
146,BUMA.1121.00053,1,943884,948272,+,4388
146,BUMA.1121.00059,1,428923,433311,+,4388
146,BUMA.1121.00043,1,1275260,1279670,+,4410
146,BUMA.1121.00056,1,2714064,2718453,-,4389
146,BUMA.1121.00112,1,1835519,1839902,-,4383
146,BUMA.1121.00091,1,3328982,3333371,-,4389
146,BUMA.1121.00047,1,1736007,1740396,-,4389
146,BUMA.1121.00067,1,3200235,3204624,-,4389
146,BUMA.1121.00110,1,3576452,3580841,-,4389
146,BUMA.1121.00073,1,1200893,1205281,+,4388
146,BUMA.1121.00072,1,1175558,1179946,+,4388
146,BUMA.1121.00077,1,3911478,3915866,+,4388
146,BUMA.1121.00082,1,1318047,1322451,+,4404
146,BUMA.1121.00062,1,3352513,3356902,-,4389
146,BUMA.1121.00007,1,2896969,2901337,-,4368
146,BUMA.1121.00025,1,1441560,1445949,-,4389
146,BUMA.1121.00021,1,1856942,1861372,+,4430
146,BUMA.1121.00103,1,3205187,3209569,-,4382
146,BUMA.1121.00096,1,2063180,2067584,-,4404
146,BUMA.1121.00079,1,1232349,1236737,+,4388
146,BUMA.1121.00039,1,1355317,1359705,+,4388
146,BUMA.1121.00083,1,382375,386779,-,4404
146,BUMA.1121.00084,1,1446059,1450447,+,4388
146,BUMA.1121.00049,1,659997,664386,-,4389
146,BUMA.1121.00089,1,1207314,1211702,+,4388
146,BUMA.1121.00014,1,1559815,1564204,-,4389
146,BUMA.1121.00090,1,3374578,3378987,+,4409
146,BUMA.1121.00071,1,1192814,1197202,+,4388
146,BUMA.1121.00078,1,736709,741098,-,4389
146,BUMA.1121.00102,1,6914,11303,-,4389
146,BUMA.1121.00075,1,714735,719122,+,4387
146,BUMA.1121.00012,1,4030232,4034637,+,4405
146,BUMA.1121.00076,1,160533,164922,-,4389
146,BUMA.1121.00106,1,960679,965067,+,4388
146,BUMA.1121.00001,1,2831681,2836070,-,4389
146,BUMA.1121.00107,1,1122589,1126977,+,4388
146,BUMA.1121.00104,1,99372,103761,-,4389
146,BUMA.1121.00099,1,1171559,1175948,-,4389
146,BUMA.1121.00098,1,3936414,3940818,+,4404
146,BUMA.1121.00111,1,1370938,1375347,+,4409
146,BUMA.1121.00109,1,660888,665277,-,4389
146,BUMA.1121.00097,1,2790576,2794921,-,4345
146,BUMA.1121.00094,1,1238646,1243034,+,4388
146,BUMA.1121.00095,1,460736,465060,-,4324
146,BUMA.1121.00005,1,2370434,2374807,-,4373
146,BUMA.1121.00101,1,1269061,1273450,-,4389
146,BUMA.1121.00065,1,1319855,1324243,+,4388
146,BUMA.1121.00100,1,86570,90959,-,4389
146,BUMA.1121.00105,1,4013337,4017692,-,4355
146,BUMA.1121.00029,1,3707083,3711472,-,4389
146,BUMA.1121.00066,1,1176891,1181279,+,4388
146,BUMA.1121.00031,1,2652793,2657181,+,4388
146,BUMA.1121.00108,1,2193913,2198301,+,4388
146,BUMA.1121.00023,1,3633081,3637491,+,4410
146,BUMA.1121.00035,1,2363616,2368020,+,4404
146,BUMA.1121.00041,1,2505021,2509404,+,4383
145,BUMA.1121.00057,1,2292028,2301067,+,9039
145,BUMA.1121.00058,1,3347008,3356006,-,8998
145,BUMA.1121.00045,1,2838330,2847393,-,9063
145,BUMA.1121.00051,1,1201067,1210112,+,9045
145,BUMA.1121.00068,1,4063770,4072731,+,8961
145,BUMA.1121.00061,1,1193679,1202700,+,9021
145,BUMA.1121.00060,1,1063952,1073015,-,9063
145,BUMA.1121.00064,1,1217543,1226569,+,9026
145,BUMA.1121.00016,1,3370373,3379364,+,8991
145,BUMA.1121.00003,1,3681862,3690905,+,9043
145,BUMA.1121.00055,1,778853,787874,+,9021
145,BUMA.1121.00011,1,389164,398188,-,9024
145,BUMA.1121.00037,1,3862158,3871190,+,9032
145,BUMA.1121.00009,1,375497,384481,-,8984
145,BUMA.1121.00069,1,1146949,1155956,+,9007
145,BUMA.1121.00088,1,2107495,2116512,+,9017
145,BUMA.1121.00092,1,2660604,2669580,-,8976
145,BUMA.1121.00074,1,2633888,2642942,-,9054
145,BUMA.1121.00070,1,1164675,1173696,+,9021
145,BUMA.1121.00093,1,1956849,1965817,+,8968
145,BUMA.1121.00063,1,1190853,1199875,+,9022
145,BUMA.1121.00033,1,3434041,3443047,+,9006
145,BUMA.1121.00018,1,1804890,1813892,+,9002
145,BUMA.1121.00080,1,1228205,1237271,+,9066
145,BUMA.1121.00027,1,3403990,3413015,+,9025
145,BUMA.1121.00053,1,934878,943882,+,9004
145,BUMA.1121.00059,1,419900,428921,+,9021
145,BUMA.1121.00043,1,1266275,1275258,+,8983
145,BUMA.1121.00056,1,2718454,2727458,-,9004
145,BUMA.1121.00112,1,1839903,1848895,-,8992
145,BUMA.1121.00091,1,3333372,3342405,-,9033
145,BUMA.1121.00047,1,1740397,1749437,-,9040
145,BUMA.1121.00067,1,3204625,3213678,-,9053
145,BUMA.1121.00110,1,3580842,3590034,-,9192
145,BUMA.1121.00073,1,1191863,1200891,+,9028
145,BUMA.1121.00072,1,1166528,1175556,+,9028
145,BUMA.1121.00077,1,3902285,3911476,+,9191
145,BUMA.1121.00082,1,1309017,1318045,+,9028
145,BUMA.1121.00062,1,3356903,3365925,-,9022
145,BUMA.1121.00007,1,2901338,2910378,-,9040
145,BUMA.1121.00025,1,1445950,1454953,-,9003
145,BUMA.1121.00021,1,1847914,1856940,+,9026
145,BUMA.1121.00103,1,3209570,3218570,-,9000
145,BUMA.1121.00096,1,2067585,2076639,-,9054
145,BUMA.1121.00079,1,1223357,1232347,+,8990
145,BUMA.1121.00039,1,1346273,1355315,+,9042
145,BUMA.1121.00083,1,386780,395809,-,9029
145,BUMA.1121.00084,1,1437058,1446057,+,8999
145,BUMA.1121.00049,1,664387,673409,-,9022
145,BUMA.1121.00089,1,1198309,1207312,+,9003
145,BUMA.1121.00014,1,1564205,1573198,-,8993
145,BUMA.1121.00090,1,3365570,3374576,+,9006
145,BUMA.1121.00071,1,1183791,1192812,+,9021
145,BUMA.1121.00078,1,741099,750196,-,9097
145,BUMA.1121.00102,1,11304,20262,-,8958
145,BUMA.1121.00075,1,705704,714733,+,9029
145,BUMA.1121.00012,1,4021195,4030230,+,9035
145,BUMA.1121.00076,1,164923,173953,-,9030
145,BUMA.1121.00106,1,951646,960677,+,9031
145,BUMA.1121.00001,1,2836071,2845069,-,8998
145,BUMA.1121.00107,1,1113573,1122587,+,9014
145,BUMA.1121.00104,1,103762,112736,-,8974
145,BUMA.1121.00099,1,1175949,1184965,-,9016
145,BUMA.1121.00098,1,3927410,3936412,+,9002
145,BUMA.1121.00111,1,1361921,1370936,+,9015
145,BUMA.1121.00109,1,665278,674295,-,9017
145,BUMA.1121.00097,1,2794922,2803991,-,9069
145,BUMA.1121.00094,1,1229641,1238644,+,9003
145,BUMA.1121.00095,1,465061,474091,-,9030
145,BUMA.1121.00005,1,2374808,2383775,-,8967
145,BUMA.1121.00101,1,1273451,1282528,-,9077
145,BUMA.1121.00065,1,1310858,1319853,+,8995
145,BUMA.1121.00100,1,90960,100089,-,9129
145,BUMA.1121.00105,1,20,9075,-,9055
145,BUMA.1121.00029,1,3711473,3720482,-,9009
145,BUMA.1121.00066,1,1167876,1176889,+,9013
145,BUMA.1121.00031,1,2643808,2652791,+,8983
145,BUMA.1121.00108,1,2184826,2193911,+,9085
145,BUMA.1121.00023,1,3624073,3633079,+,9006
145,BUMA.1121.00035,1,2354581,2363614,+,9033
145,BUMA.1121.00041,1,2496154,2505019,+,8865
144,BUMA.1121.00057,1,2274090,2282017,+,7927
144,BUMA.1121.00058,1,3366018,3373992,-,7974
144,BUMA.1121.00045,1,2857405,2865331,-,7926
144,BUMA.1121.00051,1,1183117,1191054,+,7937
144,BUMA.1121.00068,1,4045822,4053757,+,7935
144,BUMA.1121.00061,1,1175733,1183668,+,7935
144,BUMA.1121.00060,1,1083036,1090962,-,7926
144,BUMA.1121.00064,1,1199568,1207530,+,7962
144,BUMA.1121.00016,1,3352414,3360361,+,7947
144,BUMA.1121.00003,1,3663939,3671843,+,7904
144,BUMA.1121.00055,1,760873,768842,+,7969
144,BUMA.1121.00011,1,408200,416135,-,7935
144,BUMA.1121.00037,1,3844189,3852145,+,7956
144,BUMA.1121.00009,1,394499,402409,-,7910
144,BUMA.1121.00069,1,1129026,1136938,+,7912
144,BUMA.1121.00088,1,2089538,2097482,+,7944
144,BUMA.1121.00092,1,2679592,2687555,-,7963
144,BUMA.1121.00074,1,2652954,2660917,-,7963
144,BUMA.1121.00070,1,1146729,1154664,+,7935
144,BUMA.1121.00093,1,1938874,1946836,+,7962
144,BUMA.1121.00063,1,1172907,1180842,+,7935
144,BUMA.1121.00033,1,3416074,3424028,+,7954
144,BUMA.1121.00018,1,1786931,1794877,+,7946
144,BUMA.1121.00080,1,1210272,1218192,+,7920
144,BUMA.1121.00027,1,3386053,3393979,+,7926
144,BUMA.1121.00053,1,916920,924866,+,7946
144,BUMA.1121.00059,1,401965,409887,+,7922
144,BUMA.1121.00043,1,1248315,1256262,+,7947
144,BUMA.1121.00056,1,2737470,2745435,-,7965
144,BUMA.1121.00112,1,1858906,1866814,-,7908
144,BUMA.1121.00091,1,3352417,3360302,-,7885
144,BUMA.1121.00047,1,1759449,1767393,-,7944
144,BUMA.1121.00067,1,3223690,3231628,-,7938
144,BUMA.1121.00110,1,3600045,3607975,-,7930
144,BUMA.1121.00073,1,1173917,1181852,+,7935
144,BUMA.1121.00072,1,1148582,1156517,+,7935
144,BUMA.1121.00077,1,3884343,3892273,+,7930
144,BUMA.1121.00082,1,1291071,1299006,+,7935
144,BUMA.1121.00062,1,3375936,3383889,-,7953
144,BUMA.1121.00007,1,2920390,2928304,-,7914
144,BUMA.1121.00025,1,1464965,1472912,-,7947
144,BUMA.1121.00021,1,1829954,1837900,+,7946
144,BUMA.1121.00103,1,3228581,3236535,-,7954
144,BUMA.1121.00096,1,2086651,2094562,-,7911
144,BUMA.1121.00079,1,1205425,1213344,+,7919
144,BUMA.1121.00039,1,1328313,1336260,+,7947
144,BUMA.1121.00083,1,405819,413755,-,7936
144,BUMA.1121.00084,1,1419077,1427045,+,7968
144,BUMA.1121.00049,1,683420,691342,-,7922
144,BUMA.1121.00089,1,1180332,1188296,+,7964
144,BUMA.1121.00014,1,1583210,1591149,-,7939
144,BUMA.1121.00090,1,3347619,3355557,+,7938
144,BUMA.1121.00071,1,1165845,1173780,+,7935
144,BUMA.1121.00078,1,760208,768158,-,7950
144,BUMA.1121.00102,1,30274,38212,-,7938
144,BUMA.1121.00075,1,687746,695692,+,7946
144,BUMA.1121.00012,1,4003260,4011182,+,7922
144,BUMA.1121.00076,1,183964,191911,-,7947
144,BUMA.1121.00106,1,933663,941633,+,7970
