genome,core,chr/contig,type,covered,"chr,core"
BUMA.1121.00103,all,1,"block, gene",73.3553689855011,"1,all"
BUMA.1121.00103,all,1,block,12.77532453648027,"1,all"
BUMA.1121.00103,all,2,block,13.624436299981008,"2,all"
BUMA.1121.00103,all,2,"block, gene",69.1279650650489,"2,all"
BUMA.1121.00103,all,2,gene,13.670204671912728,"2,all"
BUMA.1121.00104,all,1,gene,6.877876512879874,"1,all"
BUMA.1121.00104,all,1,"block, gene",59.257636459465616,"1,all"
BUMA.1121.00104,all,1,block,29.3977673916704,"1,all"
BUMA.1121.00104,all,2,block,13.411871563330068,"2,all"
BUMA.1121.00104,all,2,"block, gene",71.26004821746037,"2,all"
BUMA.1121.00104,all,2,gene,33.640005110313496,"2,all"
BUMA.1121.00105,all,1,block,12.869403627754442,"1,all"
BUMA.1121.00105,all,1,"block, gene",73.95753581907223,"1,all"
BUMA.1121.00105,all,1,gene,10.060228608863,"1,all"
BUMA.1121.00105,all,2,block,14.123736882211482,"2,all"
BUMA.1121.00105,all,2,"block, gene",69.9407100484861,"2,all"
BUMA.1121.00105,all,2,gene,12.863860560981607,"2,all"
BUMA.1121.00106,all,1,block,12.972882747091802,"1,all"
BUMA.1121.00106,all,1,"block, gene",74.92145446969688,"1,all"
BUMA.1121.00106,all,1,gene,9.163038608231185,"1,all"
BUMA.1121.00106,all,2,block,14.309298374911789,"2,all"
BUMA.1121.00106,all,2,"block, gene",70.25277062731172,"2,all"
BUMA.1121.00106,all,2,gene,12.280896744626402,"2,all"
BUMA.1121.00107,all,1,block,12.830299028668938,"1,all"
BUMA.1121.00107,all,1,"block, gene",72.75307618985988,"1,all"
BUMA.1121.00107,all,1,gene,11.165660529938142,"1,all"
BUMA.1121.00107,all,2,block,13.884169424751464,"2,all"
BUMA.1121.00107,all,2,"block, gene",69.34508436005564,"2,all"
BUMA.1121.00107,all,2,gene,13.554066880083193,"2,all"
BUMA.1121.00108,all,1,block,13.083747923946035,"1,all"
BUMA.1121.00108,all,1,"block, gene",73.84728925338959,"1,all"
BUMA.1121.00108,all,1,gene,9.886990723341233,"1,all"
BUMA.1121.00108,all,2,block,14.174946451927575,"2,all"
BUMA.1121.00108,all,2,"block, gene",70.64645249107323,"2,all"
BUMA.1121.00108,all,2,gene,12.091032662289322,"2,all"
BUMA.1121.00109,all,1,gene,9.4857327416586,"1,all"
BUMA.1121.00109,all,1,"block, gene",74.46142869595582,"1,all"
BUMA.1121.00109,all,1,block,12.943648977728555,"1,all"
BUMA.1121.00109,all,2,gene,13.177759843945601,"2,all"
BUMA.1121.00109,all,2,"block, gene",69.74937219063764,"2,all"
BUMA.1121.00109,all,2,block,13.675468771838073,"2,all"
BUMA.1121.00110,all,1,gene,9.255649996919216,"1,all"
BUMA.1121.00110,all,1,block,13.040100840193588,"1,all"
BUMA.1121.00110,all,1,"block, gene",74.85476033615727,"1,all"
BUMA.1121.00110,all,2,block,13.859796975642237,"2,all"
BUMA.1121.00110,all,2,"block, gene",70.05403008141367,"2,all"
BUMA.1121.00110,all,2,gene,12.834570652501071,"2,all"
BUMA.1121.00111,all,1,gene,10.731022531876473,"1,all"
BUMA.1121.00111,all,1,block,12.744216011613357,"1,all"
BUMA.1121.00111,all,1,"block, gene",73.16010671036389,"1,all"
BUMA.1121.00111,all,2,gene,13.54848089290056,"2,all"
BUMA.1121.00111,all,2,"block, gene",69.6338907216681,"2,all"
BUMA.1121.00111,all,2,block,13.709150443794766,"2,all"
BUMA.1121.00112,all,1,gene,11.13612264337449,"1,all"
BUMA.1121.00112,all,1,block,12.607018300590534,"1,all"
BUMA.1121.00112,all,1,"block, gene",72.87937993471304,"1,all"
BUMA.1121.00112,all,2,block,13.699780235925,"2,all"
BUMA.1121.00112,all,2,"block, gene",69.13517633159277,"2,all"
BUMA.1121.00112,all,2,gene,13.862644392343151,"2,all"
BUMA.1121.00001,core,1,block,30.32122800559091,"1,core"
BUMA.1121.00001,core,1,"block, gene",51.655028714770204,"1,core"
BUMA.1121.00001,core,1,gene,3.129242621352721,"1,core"
BUMA.1121.00001,core,2,block,35.615370027599845,"2,core"
BUMA.1121.00001,core,2,"block, gene",37.49733170126965,"2,core"
BUMA.1121.00001,core,2,gene,3.4713743658382534,"2,core"
BUMA.1121.00003,core,1,block,31.70489191386415,"1,core"
BUMA.1121.00003,core,1,"block, gene",53.97206364741829,"1,core"
BUMA.1121.00003,core,1,gene,3.2903076349777294,"1,core"
BUMA.1121.00003,core,2,block,36.15835485507874,"2,core"
BUMA.1121.00003,core,2,"block, gene",38.27892757598266,"2,core"
BUMA.1121.00003,core,2,gene,3.369926429044428,"2,core"
BUMA.1121.00005,core,1,block,30.708905439201907,"1,core"
BUMA.1121.00005,core,1,"block, gene",51.94983238373777,"1,core"
BUMA.1121.00005,core,1,gene,3.0853069220293685,"1,core"
BUMA.1121.00005,core,2,block,34.87089083220894,"2,core"
BUMA.1121.00005,core,2,gene,3.36003716883828,"2,core"
BUMA.1121.00005,core,2,"block, gene",36.72653647945097,"2,core"
BUMA.1121.00007,core,1,block,30.683782165865576,"1,core"
BUMA.1121.00007,core,1,"block, gene",52.11028698462531,"1,core"
BUMA.1121.00007,core,1,gene,3.220391198490279,"1,core"
BUMA.1121.00007,core,2,gene,3.4521591983788134,"2,core"
BUMA.1121.00007,core,2,block,34.88029719700146,"2,core"
BUMA.1121.00007,core,2,"block, gene",37.00045819106907,"2,core"
BUMA.1121.00009,core,1,block,31.229818225713966,"1,core"
BUMA.1121.00009,core,1,"block, gene",53.15894436117454,"1,core"
BUMA.1121.00009,core,1,gene,3.2784003460451268,"1,core"
BUMA.1121.00009,core,2,block,34.609757759812325,"2,core"
BUMA.1121.00009,core,2,"block, gene",36.539323727423785,"2,core"
BUMA.1121.00009,core,2,gene,3.3407159903951094,"2,core"
BUMA.1121.00011,core,1,block,31.08414144806227,"1,core"
BUMA.1121.00011,core,1,"block, gene",52.167245454308556,"1,core"
BUMA.1121.00011,core,1,gene,3.21002198294957,"1,core"
BUMA.1121.00011,core,2,block,34.77374480209575,"2,core"
BUMA.1121.00011,core,2,"block, gene",36.85687618917494,"2,core"
BUMA.1121.00011,core,2,gene,3.3614934883295837,"2,core"
BUMA.1121.00012,core,1,block,29.65189926222572,"1,core"
BUMA.1121.00012,core,1,"block, gene",50.38748048295014,"1,core"
BUMA.1121.00012,core,1,gene,3.16055827701696,"1,core"
BUMA.1121.00012,core,2,block,34.43975297689133,"2,core"
BUMA.1121.00012,core,2,"block, gene",36.41537194940517,"2,core"
BUMA.1121.00012,core,2,gene,3.29771834035228,"2,core"
BUMA.1121.00014,core,1,block,29.408140523488434,"1,core"
BUMA.1121.00014,core,1,"block, gene",49.98809435895105,"1,core"
BUMA.1121.00014,core,1,gene,3.0625900615590282,"1,core"
BUMA.1121.00014,core,2,block,34.60412967059353,"2,core"
BUMA.1121.00014,core,2,"block, gene",36.58547463778852,"2,core"
BUMA.1121.00014,core,2,gene,3.335916757728049,"2,core"
BUMA.1121.00016,core,1,block,30.690358528493395,"1,core"
BUMA.1121.00016,core,1,"block, gene",52.08935774307061,"1,core"
BUMA.1121.00016,core,1,gene,3.173763821937307,"1,core"
BUMA.1121.00016,core,2,block,34.751481817663645,"2,core"
BUMA.1121.00016,core,2,"block, gene",36.68325354511584,"2,core"
BUMA.1121.00016,core,2,gene,3.3006335456184104,"2,core"
BUMA.1121.00018,core,1,block,29.91743113075782,"1,core"
BUMA.1121.00018,core,1,"block, gene",50.92022455339457,"1,core"
BUMA.1121.00018,core,1,gene,3.1007425029182496,"1,core"
BUMA.1121.00018,core,2,block,36.874413647023125,"2,core"
BUMA.1121.00018,core,2,"block, gene",38.801152509801454,"2,core"
BUMA.1121.00018,core,2,gene,3.4847277539220407,"2,core"
BUMA.1121.00021,core,1,block,30.77764501004159,"1,core"
BUMA.1121.00021,core,1,"block, gene",52.20482569539985,"1,core"
BUMA.1121.00021,core,1,gene,3.16233474864399,"1,core"
BUMA.1121.00021,core,2,gene,3.4348733773339837,"2,core"
BUMA.1121.00021,core,2,block,36.10237749423125,"2,core"
BUMA.1121.00021,core,2,"block, gene",38.15606330002329,"2,core"
BUMA.1121.00023,core,1,block,30.298535680960192,"1,core"
BUMA.1121.00023,core,1,"block, gene",51.55505681021181,"1,core"
BUMA.1121.00023,core,1,gene,3.139485384254149,"1,core"
BUMA.1121.00023,core,2,block,34.948696334801085,"2,core"
BUMA.1121.00023,core,2,"block, gene",36.87187516560005,"2,core"
BUMA.1121.00023,core,2,gene,3.364068702299484,"2,core"
BUMA.1121.00025,core,1,gene,6.544443410608587,"1,core"
BUMA.1121.00025,core,1,"block, gene",24.58233429002913,"1,core"
BUMA.1121.00025,core,1,block,55.440449861744334,"1,core"
BUMA.1121.00025,core,2,gene,33.7870561992769,"2,core"
BUMA.1121.00025,core,2,"block, gene",39.02607753496946,"2,core"
BUMA.1121.00025,core,2,block,36.6252762285594,"2,core"
BUMA.1121.00027,core,1,block,31.069089085481316,"1,core"
BUMA.1121.00027,core,1,"block, gene",52.60794865832026,"1,core"
BUMA.1121.00027,core,1,gene,3.236048247978638,"1,core"
BUMA.1121.00027,core,2,gene,3.33662507201005,"2,core"
BUMA.1121.00027,core,2,"block, gene",37.47420260531342,"2,core"
BUMA.1121.00027,core,2,block,35.46811315009356,"2,core"
BUMA.1121.00029,core,1,block,55.92280113575524,"1,core"
BUMA.1121.00029,core,1,"block, gene",26.654482036285582,"1,core"
BUMA.1121.00029,core,1,gene,5.518185253151081,"1,core"
BUMA.1121.00029,core,2,block,31.277019415880282,"2,core"
BUMA.1121.00029,core,2,"block, gene",40.06418407063614,"2,core"
BUMA.1121.00029,core,2,gene,28.50392115280393,"2,core"
BUMA.1121.00031,core,1,block,30.476095650749397,"1,core"
BUMA.1121.00031,core,1,"block, gene",51.82606823311756,"1,core"
BUMA.1121.00031,core,1,gene,3.162665523529625,"1,core"
BUMA.1121.00031,core,2,block,34.64159595383705,"2,core"
BUMA.1121.00031,core,2,"block, gene",36.662044165958086,"2,core"
BUMA.1121.00031,core,2,gene,3.3445206219769137,"2,core"
BUMA.1121.00033,core,1,gene,3.149688018244843,"1,core"
BUMA.1121.00033,core,1,block,29.59686083344805,"1,core"
BUMA.1121.00033,core,1,"block, gene",50.39350522530373,"1,core"
BUMA.1121.00033,core,2,block,34.81500975481832,"2,core"
BUMA.1121.00033,core,2,"block, gene",36.847697563961006,"2,core"
BUMA.1121.00033,core,2,gene,3.3437255301360866,"2,core"
BUMA.1121.00035,core,1,block,30.091738400598377,"1,core"
BUMA.1121.00035,core,1,"block, gene",51.2787891006638,"1,core"
BUMA.1121.00035,core,1,gene,3.1403777303716387,"1,core"
BUMA.1121.00035,core,2,gene,3.3436190189312867,"2,core"
BUMA.1121.00035,core,2,block,34.255718293791965,"2,core"
BUMA.1121.00035,core,2,"block, gene",36.2026494788959,"2,core"
BUMA.1121.00037,core,1,block,30.925804398764576,"1,core"
BUMA.1121.00037,core,1,"block, gene",52.48898247997678,"1,core"
BUMA.1121.00037,core,1,gene,3.179133987792272,"1,core"
BUMA.1121.00037,core,2,gene,3.334986528691876,"2,core"
BUMA.1121.00037,core,2,block,35.293673893655374,"2,core"
BUMA.1121.00037,core,2,"block, gene",37.3266054205065,"2,core"
BUMA.1121.00039,core,1,block,56.278667840274075,"1,core"
BUMA.1121.00039,core,1,"block, gene",26.743323460468094,"1,core"
BUMA.1121.00039,core,1,gene,5.546481129944731,"1,core"
BUMA.1121.00039,core,2,block,35.35993359475628,"2,core"
BUMA.1121.00039,core,2,"block, gene",38.72341643529782,"2,core"
BUMA.1121.00039,core,2,gene,32.5619448340346,"2,core"
BUMA.1121.00041,core,1,block,55.116238465508125,"1,core"
BUMA.1121.00041,core,1,"block, gene",26.100731136489934,"1,core"
BUMA.1121.00041,core,1,gene,5.50748862329954,"1,core"
BUMA.1121.00041,core,2,gene,27.65897648617907,"2,core"
BUMA.1121.00041,core,2,"block, gene",41.486956347746585,"2,core"
BUMA.1121.00041,core,2,block,30.165075426771924,"2,core"
BUMA.1121.00043,core,1,block,56.4008751557863,"1,core"
BUMA.1121.00043,core,1,"block, gene",24.033394933794863,"1,core"
BUMA.1121.00043,core,1,gene,7.2115622813696225,"1,core"
BUMA.1121.00043,core,2,block,35.32008364169864,"2,core"
BUMA.1121.00043,core,2,"block, gene",35.95614346563757,"2,core"
BUMA.1121.00043,core,2,gene,32.64931746746834,"2,core"
BUMA.1121.00045,core,1,block,30.84957931408006,"1,core"
BUMA.1121.00045,core,1,"block, gene",52.57532826786967,"1,core"
BUMA.1121.00045,core,1,gene,3.2674902668411825,"1,core"
BUMA.1121.00045,core,2,block,34.68953824673382,"2,core"
BUMA.1121.00045,core,2,"block, gene",36.73251451849238,"2,core"
BUMA.1121.00045,core,2,gene,3.3538062615553392,"2,core"
BUMA.1121.00047,core,1,gene,3.137490276600326,"1,core"
BUMA.1121.00047,core,1,block,30.729584282049583,"1,core"
BUMA.1121.00047,core,1,"block, gene",51.802778784501115,"1,core"
BUMA.1121.00047,core,2,block,36.19497905142822,"2,core"
BUMA.1121.00047,core,2,"block, gene",38.27411881026808,"2,core"
BUMA.1121.00047,core,2,gene,3.489841979244701,"2,core"
BUMA.1121.00049,core,1,block,30.884625712768955,"1,core"
BUMA.1121.00049,core,1,"block, gene",52.399071766972746,"1,core"
BUMA.1121.00049,core,1,gene,3.2332442111271424,"1,core"
BUMA.1121.00049,core,2,block,35.71412512780761,"2,core"
BUMA.1121.00049,core,2,"block, gene",37.9427035588542,"2,core"
BUMA.1121.00049,core,2,gene,3.463036091381215,"2,core"
BUMA.1121.00051,core,1,block,31.288826107196172,"1,core"
BUMA.1121.00051,core,1,"block, gene",52.99728518227202,"1,core"
BUMA.1121.00051,core,1,gene,3.20581247893157,"1,core"
BUMA.1121.00051,core,2,gene,3.5066229470308685,"2,core"
BUMA.1121.00051,core,2,block,36.401893233567826,"2,core"
BUMA.1121.00051,core,2,"block, gene",38.39010947563722,"2,core"
BUMA.1121.00053,core,1,block,30.517569570907632,"1,core"
BUMA.1121.00053,core,1,"block, gene",51.8395210944282,"1,core"
BUMA.1121.00053,core,1,gene,3.2063049946192317,"1,core"
BUMA.1121.00053,core,2,block,35.08968031557627,"2,core"
BUMA.1121.00053,core,2,"block, gene",37.21047885230079,"2,core"
BUMA.1121.00053,core,2,gene,3.39538456662024,"2,core"
BUMA.1121.00055,core,1,block,30.329088263662968,"1,core"
BUMA.1121.00055,core,1,"block, gene",51.569678622207185,"1,core"
BUMA.1121.00055,core,1,gene,3.1985521882975063,"1,core"
BUMA.1121.00055,core,2,block,35.85213795060686,"2,core"
BUMA.1121.00055,core,2,"block, gene",37.91738078443309,"2,core"
BUMA.1121.00055,core,2,gene,3.4758781550121487,"2,core"
BUMA.1121.00056,core,1,gene,3.2091602662583254,"1,core"
BUMA.1121.00056,core,1,"block, gene",53.031523365370305,"1,core"
BUMA.1121.00056,core,1,block,31.265500090230258,"1,core"
BUMA.1121.00056,core,2,block,36.44619851031196,"2,core"
BUMA.1121.00056,core,2,"block, gene",38.60133340812075,"2,core"
BUMA.1121.00056,core,2,gene,3.5346726728701547,"2,core"
BUMA.1121.00057,core,1,block,31.087135475786305,"1,core"
BUMA.1121.00057,core,1,"block, gene",52.74171215746533,"1,core"
BUMA.1121.00057,core,1,gene,3.217172827439554,"1,core"
BUMA.1121.00057,core,2,block,36.016596294250355,"2,core"
BUMA.1121.00057,core,2,"block, gene",38.13780378169705,"2,core"
BUMA.1121.00057,core,2,gene,3.4952058194069857,"2,core"
BUMA.1121.00058,core,1,block,30.646911141779942,"1,core"
BUMA.1121.00058,core,1,"block, gene",52.080556691058,"1,core"
BUMA.1121.00058,core,1,gene,3.1755301153727973,"1,core"
BUMA.1121.00058,core,2,block,35.0702938406673,"2,core"
BUMA.1121.00058,core,2,"block, gene",37.272582182147055,"2,core"
BUMA.1121.00058,core,2,gene,3.3245257977415252,"2,core"
BUMA.1121.00059,core,1,gene,5.387096403590665,"1,core"
BUMA.1121.00059,core,1,"block, gene",27.277819986223562,"1,core"
BUMA.1121.00059,core,1,block,56.56788391828245,"1,core"
BUMA.1121.00059,core,2,block,33.97845826726092,"2,core"
BUMA.1121.00059,core,2,"block, gene",39.25842744028769,"2,core"
BUMA.1121.00059,core,2,gene,31.392764035449762,"2,core"
BUMA.1121.00060,core,1,block,30.840345375087637,"1,core"
BUMA.1121.00060,core,1,"block, gene",52.578968502162205,"1,core"
BUMA.1121.00060,core,1,gene,3.267484576493576,"1,core"
BUMA.1121.00060,core,2,block,37.59422214953482,"2,core"
BUMA.1121.00060,core,2,"block, gene",39.76188006845025,"2,core"
BUMA.1121.00060,core,2,gene,3.4373716059084214,"2,core"
BUMA.1121.00061,core,1,block,32.16974437246593,"1,core"
BUMA.1121.00061,core,1,"block, gene",54.74659676721061,"1,core"
BUMA.1121.00061,core,1,gene,3.3696933832412825,"1,core"
BUMA.1121.00061,core,2,gene,3.4773752411218024,"2,core"
BUMA.1121.00061,core,2,block,36.35731632440935,"2,core"
BUMA.1121.00061,core,2,"block, gene",38.59963225399936,"2,core"
BUMA.1121.00062,core,1,block,31.3696961894112,"1,core"
BUMA.1121.00062,core,1,"block, gene",53.14295183523784,"1,core"
BUMA.1121.00062,core,1,gene,3.2312014699303733,"1,core"
BUMA.1121.00062,core,2,block,35.04431006660849,"2,core"
BUMA.1121.00062,core,2,"block, gene",37.12577486424859,"2,core"
BUMA.1121.00062,core,2,gene,3.434406065293987,"2,core"
BUMA.1121.00063,core,1,block,32.23009972264946,"1,core"
BUMA.1121.00063,core,1,"block, gene",54.835985284796905,"1,core"
BUMA.1121.00063,core,1,gene,3.347360913351706,"1,core"
BUMA.1121.00063,core,2,gene,3.496810526210983,"2,core"
BUMA.1121.00063,core,2,block,36.23625070378475,"2,core"
BUMA.1121.00063,core,2,"block, gene",38.45971267917404,"2,core"
BUMA.1121.00064,core,1,block,30.989332889379988,"1,core"
BUMA.1121.00064,core,1,"block, gene",52.7469737998471,"1,core"
BUMA.1121.00064,core,1,gene,3.243313805542944,"1,core"
BUMA.1121.00064,core,2,gene,3.5497334138328696,"2,core"
BUMA.1121.00064,core,2,block,37.07727461912149,"2,core"
BUMA.1121.00064,core,2,"block, gene",39.42109427822679,"2,core"
BUMA.1121.00065,core,1,block,30.75284808434014,"1,core"
BUMA.1121.00065,core,1,"block, gene",52.32464793893976,"1,core"
BUMA.1121.00065,core,1,gene,3.2450877849817656,"1,core"
BUMA.1121.00065,core,2,gene,3.3851568957163627,"2,core"
BUMA.1121.00065,core,2,block,35.0531473938694,"2,core"
BUMA.1121.00065,core,2,"block, gene",37.07064799176209,"2,core"
BUMA.1121.00066,core,1,block,32.20488603852249,"1,core"
BUMA.1121.00066,core,1,"block, gene",54.809448544375364,"1,core"
BUMA.1121.00066,core,1,gene,3.3480910093871685,"1,core"
BUMA.1121.00066,core,2,gene,3.481531028207696,"2,core"
BUMA.1121.00066,core,2,block,36.347678828955964,"2,core"
BUMA.1121.00066,core,2,"block, gene",38.58469203774086,"2,core"
BUMA.1121.00067,core,1,block,30.878900664145668,"1,core"
BUMA.1121.00067,core,1,"block, gene",52.459737161968924,"1,core"
BUMA.1121.00067,core,1,gene,3.2371639550033366,"1,core"
BUMA.1121.00067,core,2,block,35.77348735762178,"2,core"
BUMA.1121.00067,core,2,"block, gene",37.95520243803151,"2,core"
BUMA.1121.00067,core,2,gene,3.4046907396935673,"2,core"
BUMA.1121.00068,core,1,block,30.321294467280236,"1,core"
BUMA.1121.00068,core,1,"block, gene",51.39422631485899,"1,core"
BUMA.1121.00068,core,1,gene,3.188748431803928,"1,core"
BUMA.1121.00068,core,2,block,35.99550538667399,"2,core"
BUMA.1121.00068,core,2,"block, gene",38.020146338611994,"2,core"
BUMA.1121.00068,core,2,gene,3.464264202444399,"2,core"
BUMA.1121.00069,core,1,block,32.228129764638695,"1,core"
BUMA.1121.00069,core,1,"block, gene",54.86853719894885,"1,core"
BUMA.1121.00069,core,1,gene,3.354591310052139,"1,core"
BUMA.1121.00069,core,2,gene,3.562604656011572,"2,core"
BUMA.1121.00069,core,2,block,36.74391936356114,"2,core"
BUMA.1121.00069,core,2,"block, gene",39.018465066882115,"2,core"
BUMA.1121.00070,core,1,block,32.28171455565981,"1,core"
BUMA.1121.00070,core,1,"block, gene",54.998288671788075,"1,core"
BUMA.1121.00070,core,1,gene,3.3592266618428464,"1,core"
BUMA.1121.00070,core,2,gene,3.5174939045656792,"2,core"
BUMA.1121.00070,core,2,block,36.40760896042558,"2,core"
BUMA.1121.00070,core,2,"block, gene",38.627292381779874,"2,core"
BUMA.1121.00071,core,1,block,32.184371918441705,"1,core"
BUMA.1121.00071,core,1,"block, gene",54.812560853076484,"1,core"
BUMA.1121.00071,core,1,gene,3.3357730759275213,"1,core"
BUMA.1121.00071,core,2,gene,3.492961503050571,"2,core"
BUMA.1121.00071,core,2,block,36.237712443611244,"2,core"
BUMA.1121.00071,core,2,"block, gene",38.31976882852432,"2,core"
BUMA.1121.00072,core,1,block,32.24331151920908,"1,core"
BUMA.1121.00072,core,1,"block, gene",54.923096115561144,"1,core"
BUMA.1121.00072,core,1,gene,3.353856629743792,"1,core"
BUMA.1121.00072,core,2,gene,3.4814358820736184,"2,core"
BUMA.1121.00072,core,2,block,36.40514928025447,"2,core"
BUMA.1121.00072,core,2,"block, gene",38.65091413960284,"2,core"
BUMA.1121.00073,core,1,block,32.11191840427532,"1,core"
BUMA.1121.00073,core,1,"block, gene",54.65487376628858,"1,core"
BUMA.1121.00073,core,1,gene,3.3706292946632694,"1,core"
BUMA.1121.00073,core,2,gene,3.4949547590133427,"2,core"
BUMA.1121.00073,core,2,block,36.17182825123419,"2,core"
BUMA.1121.00073,core,2,"block, gene",38.37623462814444,"2,core"
BUMA.1121.00074,core,1,block,31.580890343447354,"1,core"
BUMA.1121.00074,core,1,"block, gene",51.98396722928188,"1,core"
BUMA.1121.00074,core,1,gene,3.1377731046666386,"1,core"
BUMA.1121.00074,core,2,block,34.831789086889025,"2,core"
BUMA.1121.00074,core,2,"block, gene",39.688843336071855,"2,core"
BUMA.1121.00074,core,2,gene,3.5352791998165998,"2,core"
BUMA.1121.00075,core,1,block,31.70971801677196,"1,core"
BUMA.1121.00075,core,1,"block, gene",53.6898487105956,"1,core"
BUMA.1121.00075,core,1,gene,3.2539440956749788,"1,core"
BUMA.1121.00075,core,2,block,35.944148847457654,"2,core"
BUMA.1121.00075,core,2,"block, gene",38.039091232253455,"2,core"
BUMA.1121.00075,core,2,gene,3.474892681298162,"2,core"
BUMA.1121.00076,core,1,block,31.65292805029445,"1,core"
BUMA.1121.00076,core,1,"block, gene",53.72885022997129,"1,core"
BUMA.1121.00076,core,1,gene,3.250996550748389,"1,core"
BUMA.1121.00076,core,2,block,35.277219628607696,"2,core"
BUMA.1121.00076,core,2,"block, gene",37.3150432862992,"2,core"
BUMA.1121.00076,core,2,gene,3.402751610477226,"2,core"
BUMA.1121.00077,core,1,block,31.085054447386646,"1,core"
BUMA.1121.00077,core,1,"block, gene",52.67642806387981,"1,core"
BUMA.1121.00077,core,1,gene,3.2365898010882743,"1,core"
BUMA.1121.00077,core,2,block,34.76666250146984,"2,core"
BUMA.1121.00077,core,2,"block, gene",36.64582123814416,"2,core"
BUMA.1121.00077,core,2,gene,3.225704442750393,"2,core"
BUMA.1121.00078,core,1,block,29.830595938430815,"1,core"
BUMA.1121.00078,core,1,"block, gene",50.6893050785216,"1,core"
BUMA.1121.00078,core,1,gene,3.1809944868074607,"1,core"
BUMA.1121.00078,core,2,block,35.500632915607014,"2,core"
BUMA.1121.00078,core,2,"block, gene",36.15407060686648,"2,core"
BUMA.1121.00078,core,2,gene,3.182406217404544,"2,core"
BUMA.1121.00079,core,1,block,30.70392790254804,"1,core"
BUMA.1121.00079,core,1,"block, gene",51.926203788224555,"1,core"
BUMA.1121.00079,core,1,gene,3.1891338390594757,"1,core"
BUMA.1121.00079,core,2,gene,3.4159564212174467,"2,core"
BUMA.1121.00079,core,2,block,36.42559280103287,"2,core"
BUMA.1121.00079,core,2,"block, gene",38.40748037756542,"2,core"
BUMA.1121.00080,core,1,block,31.091082017096767,"1,core"
BUMA.1121.00080,core,1,"block, gene",52.644935941312745,"1,core"
BUMA.1121.00080,core,1,gene,3.1832123057663906,"1,core"
BUMA.1121.00080,core,2,gene,3.4343767240491125,"2,core"
BUMA.1121.00080,core,2,block,35.71972975416931,"2,core"
BUMA.1121.00080,core,2,"block, gene",37.692160091951386,"2,core"
BUMA.1121.00082,core,1,block,30.520878174773998,"1,core"
BUMA.1121.00082,core,1,"block, gene",51.869608903282874,"1,core"
BUMA.1121.00082,core,1,gene,3.1960892782550774,"1,core"
BUMA.1121.00082,core,2,gene,3.476770578776818,"2,core"
BUMA.1121.00082,core,2,block,35.633794116738656,"2,core"
BUMA.1121.00082,core,2,"block, gene",37.744917904243366,"2,core"
BUMA.1121.00083,core,1,block,30.519171824499754,"1,core"
BUMA.1121.00083,core,1,"block, gene",51.867949983151505,"1,core"
BUMA.1121.00083,core,1,gene,3.1961344414483372,"1,core"
BUMA.1121.00083,core,2,block,35.63374955090104,"2,core"
BUMA.1121.00083,core,2,"block, gene",37.74564925528361,"2,core"
BUMA.1121.00083,core,2,gene,3.4767508556517135,"2,core"
BUMA.1121.00084,core,1,gene,3.1339570582254983,"1,core"
BUMA.1121.00084,core,1,block,30.106912149790915,"1,core"
BUMA.1121.00084,core,1,"block, gene",51.22486692024424,"1,core"
BUMA.1121.00084,core,2,block,35.4411390787839,"2,core"
BUMA.1121.00084,core,2,"block, gene",37.64274078653462,"2,core"
BUMA.1121.00084,core,2,gene,3.4352077125361715,"2,core"
BUMA.1121.00088,core,1,block,30.009730598396782,"1,core"
BUMA.1121.00088,core,1,"block, gene",51.0474823737057,"1,core"
BUMA.1121.00088,core,1,gene,3.147192870893628,"1,core"
BUMA.1121.00088,core,2,block,35.45241455752344,"2,core"
BUMA.1121.00088,core,2,"block, gene",37.66665777008834,"2,core"
BUMA.1121.00088,core,2,gene,3.4312009281747833,"2,core"
BUMA.1121.00089,core,1,block,31.2550097719543,"1,core"
BUMA.1121.00089,core,1,"block, gene",52.98720933293719,"1,core"
BUMA.1121.00089,core,1,gene,3.2005124791429265,"1,core"
BUMA.1121.00089,core,2,gene,3.5241941257626275,"2,core"
BUMA.1121.00089,core,2,block,36.4886541963123,"2,core"
BUMA.1121.00089,core,2,"block, gene",38.6367814179207,"2,core"
BUMA.1121.00090,core,1,block,30.098562421087465,"1,core"
BUMA.1121.00090,core,1,"block, gene",51.288342635428705,"1,core"
BUMA.1121.00090,core,1,gene,3.144806985160319,"1,core"
BUMA.1121.00090,core,2,block,34.7049785888748,"2,core"
BUMA.1121.00090,core,2,"block, gene",36.7363132744682,"2,core"
BUMA.1121.00090,core,2,gene,3.3514599163676326,"2,core"
BUMA.1121.00091,core,1,block,30.94380916694287,"1,core"
BUMA.1121.00091,core,1,"block, gene",52.54192363226504,"1,core"
BUMA.1121.00091,core,1,gene,3.221188046975255,"1,core"
BUMA.1121.00091,core,2,gene,3.380590221084819,"2,core"
BUMA.1121.00091,core,2,block,34.78127278633193,"2,core"
BUMA.1121.00091,core,2,"block, gene",36.91436622947728,"2,core"
BUMA.1121.00092,core,1,block,30.408085874544426,"1,core"
BUMA.1121.00092,core,1,"block, gene",51.63722051238947,"1,core"
BUMA.1121.00092,core,1,gene,3.25323236578193,"1,core"
BUMA.1121.00092,core,2,gene,3.4156623646314914,"2,core"
BUMA.1121.00092,core,2,block,35.99277036346032,"2,core"
BUMA.1121.00092,core,2,"block, gene",38.154970757439195,"2,core"
BUMA.1121.00093,core,1,block,30.39272705235269,"1,core"
