block,genome,chr/contig,start,end,orientation,length
204,BUMA.1121.00030,2,1407805,1431998,-,24193
204,BUMA.1121.00020,2,780454,804647,+,24193
203,BUMA.1121.00050,2,1314798,1332169,+,17371
203,BUMA.1121.00081,2,1361259,1378630,-,17371
203,BUMA.1121.00006,2,944907,962278,+,17371
203,BUMA.1121.00087,2,1254523,1271894,+,17371
203,BUMA.1121.00040,2,996118,1013488,+,17370
203,BUMA.1121.00086,2,987026,1004397,+,17371
203,BUMA.1121.00054,2,745032,762403,+,17371
203,BUMA.1121.00034,2,670224,687595,+,17371
203,BUMA.1121.00048,2,2100609,2117980,-,17371
203,BUMA.1121.00017,2,670196,687567,+,17371
203,BUMA.1121.00038,2,944919,962290,+,17371
203,BUMA.1121.00085,2,260362,277733,-,17371
203,BUMA.1121.00002,2,1221589,1238948,+,17359
203,BUMA.1121.00046,2,1698604,1715975,+,17371
203,BUMA.1121.00042,2,933346,950717,-,17371
203,BUMA.1121.00036,2,238799,256170,+,17371
203,BUMA.1121.00013,2,1555936,1573307,-,17371
203,BUMA.1121.00028,2,696321,713692,+,17371
203,BUMA.1121.00010,2,2077384,2094743,+,17359
203,BUMA.1121.00004,2,760868,778239,+,17371
203,BUMA.1121.00015,2,1241475,1258829,-,17354
203,BUMA.1121.00008,2,760148,777519,+,17371
203,BUMA.1121.00022,2,179631,197002,+,17371
203,BUMA.1121.00026,2,1311195,1328566,+,17371
203,BUMA.1121.00024,2,696251,713622,+,17371
203,BUMA.1121.00024,2,790186,807557,+,17371
203,BUMA.1121.00052,2,948927,966298,-,17371
203,BUMA.1121.00032,2,1162847,1180218,+,17371
203,BUMA.1121.00019,2,760853,778224,+,17371
203,BUMA.1121.00044,2,721338,738709,+,17371
203,BUMA.1121.00030,2,1434191,1451562,-,17371
203,BUMA.1121.00020,2,760889,778260,+,17371
202,BUMA.1121.00050,2,1280785,1313779,+,32994
202,BUMA.1121.00081,2,1379649,1412716,-,33067
202,BUMA.1121.00006,2,910822,943888,+,33066
202,BUMA.1121.00087,2,1220454,1253504,+,33050
202,BUMA.1121.00040,2,962049,995099,+,33050
202,BUMA.1121.00086,2,952957,986007,+,33050
202,BUMA.1121.00054,2,710947,744013,+,33066
202,BUMA.1121.00034,2,636155,669205,+,33050
202,BUMA.1121.00048,2,2118999,2152066,-,33067
202,BUMA.1121.00017,2,636127,669177,+,33050
202,BUMA.1121.00038,2,910834,943900,+,33066
202,BUMA.1121.00085,2,278752,311875,-,33123
202,BUMA.1121.00002,2,1187520,1220570,+,33050
202,BUMA.1121.00046,2,1664591,1697585,+,32994
202,BUMA.1121.00042,2,951736,984731,-,32995
202,BUMA.1121.00036,2,204735,237780,+,33045
202,BUMA.1121.00013,2,1574326,1607424,-,33098
202,BUMA.1121.00028,2,662252,695302,+,33050
202,BUMA.1121.00010,2,2043363,2076365,+,33002
202,BUMA.1121.00004,2,726799,759849,+,33050
202,BUMA.1121.00015,2,1259848,1292952,-,33104
202,BUMA.1121.00008,2,726079,759129,+,33050
202,BUMA.1121.00022,2,145610,178612,+,33002
202,BUMA.1121.00026,2,1277142,1310176,+,33034
202,BUMA.1121.00024,2,662193,695232,+,33039
202,BUMA.1121.00024,2,756117,789167,+,33050
202,BUMA.1121.00052,2,967317,1000432,-,33115
202,BUMA.1121.00032,2,1128778,1161828,+,33050
202,BUMA.1121.00019,2,726784,759834,+,33050
202,BUMA.1121.00044,2,687269,720319,+,33050
202,BUMA.1121.00030,2,1452581,1485632,-,33051
202,BUMA.1121.00020,2,726820,759870,+,33050
201,BUMA.1121.00050,2,1272579,1277952,+,5373
201,BUMA.1121.00081,2,1415549,1420921,-,5372
201,BUMA.1121.00006,2,902616,907989,+,5373
201,BUMA.1121.00087,2,1206582,1211955,+,5373
201,BUMA.1121.00040,2,1268650,1274022,-,5372
201,BUMA.1121.00086,2,939085,944458,+,5373
201,BUMA.1121.00054,2,702741,708114,+,5373
201,BUMA.1121.00034,2,622282,627656,+,5374
201,BUMA.1121.00048,2,2154897,2160269,-,5372
201,BUMA.1121.00017,2,622254,627628,+,5374
201,BUMA.1121.00038,2,902628,908001,+,5373
201,BUMA.1121.00085,2,314708,320080,-,5372
201,BUMA.1121.00002,2,1173648,1179021,+,5373
201,BUMA.1121.00046,2,1656385,1661758,+,5373
201,BUMA.1121.00042,2,189358,194743,+,5385
201,BUMA.1121.00036,2,190863,196236,+,5373
201,BUMA.1121.00013,2,1610257,1615629,-,5372
201,BUMA.1121.00028,2,648379,653753,+,5374
201,BUMA.1121.00010,2,2029491,2034864,+,5373
201,BUMA.1121.00004,2,712926,718300,+,5374
201,BUMA.1121.00015,2,1295785,1301157,-,5372
201,BUMA.1121.00008,2,712206,717580,+,5374
201,BUMA.1121.00022,2,131738,137111,+,5373
201,BUMA.1121.00026,2,63186,68558,-,5372
201,BUMA.1121.00024,2,648319,653693,+,5374
201,BUMA.1121.00052,2,1003265,1008637,-,5372
201,BUMA.1121.00032,2,1114905,1120279,+,5374
201,BUMA.1121.00019,2,712911,718285,+,5374
201,BUMA.1121.00044,2,673396,678770,+,5374
201,BUMA.1121.00030,2,1494131,1499504,-,5373
201,BUMA.1121.00020,2,712947,718321,+,5374
200,BUMA.1121.00050,2,1212854,1272578,+,59724
200,BUMA.1121.00081,2,1420923,1480369,-,59446
200,BUMA.1121.00006,2,843146,902615,+,59469
200,BUMA.1121.00087,2,1147055,1206581,+,59526
200,BUMA.1121.00040,2,1274024,1333400,-,59376
200,BUMA.1121.00086,2,879635,939084,+,59449
200,BUMA.1121.00054,2,643294,702740,+,59446
200,BUMA.1121.00034,2,563020,622281,+,59261
200,BUMA.1121.00048,2,2160271,2219717,-,59446
200,BUMA.1121.00017,2,562985,622253,+,59268
200,BUMA.1121.00038,2,843181,902627,+,59446
200,BUMA.1121.00085,2,320082,379749,-,59667
200,BUMA.1121.00002,2,1114265,1173647,+,59382
200,BUMA.1121.00046,2,1596556,1656384,+,59828
200,BUMA.1121.00042,2,128676,188122,+,59446
200,BUMA.1121.00036,2,131410,190862,+,59452
200,BUMA.1121.00013,2,1615631,1675166,-,59535
200,BUMA.1121.00028,2,589117,648378,+,59261
200,BUMA.1121.00010,2,1970148,2029490,+,59342
200,BUMA.1121.00004,2,653671,712925,+,59254
200,BUMA.1121.00015,2,1301159,1360606,-,59447
200,BUMA.1121.00008,2,652944,712205,+,59261
200,BUMA.1121.00022,2,72387,131737,+,59350
200,BUMA.1121.00026,2,68560,127847,-,59287
200,BUMA.1121.00024,2,589022,648318,+,59296
200,BUMA.1121.00052,2,1008639,1068306,-,59667
200,BUMA.1121.00032,2,1055580,1114904,+,59324
200,BUMA.1121.00019,2,653649,712910,+,59261
200,BUMA.1121.00044,2,614134,673395,+,59261
200,BUMA.1121.00030,2,1499506,1558781,-,59275
200,BUMA.1121.00020,2,653678,712946,+,59268
199,BUMA.1121.00050,2,1175595,1211401,+,35806
199,BUMA.1121.00081,2,1481822,1517614,-,35792
199,BUMA.1121.00006,2,805901,841693,+,35792
199,BUMA.1121.00087,2,1680727,1716523,-,35796
199,BUMA.1121.00040,2,772433,808238,+,35805
199,BUMA.1121.00086,2,1413337,1449133,-,35796
199,BUMA.1121.00054,2,606049,641841,+,35792
199,BUMA.1121.00034,2,1046212,1082049,-,35837
199,BUMA.1121.00048,2,2221170,2256962,-,35792
199,BUMA.1121.00017,2,1046191,1082028,-,35837
199,BUMA.1121.00038,2,805936,841728,+,35792
199,BUMA.1121.00085,2,499205,535052,-,35847
199,BUMA.1121.00002,2,1465512,1501379,+,35867
199,BUMA.1121.00046,2,1559297,1595103,+,35806
199,BUMA.1121.00042,2,362784,398543,+,35759
199,BUMA.1121.00036,2,665067,700851,-,35784
199,BUMA.1121.00013,2,1794520,1830357,-,35837
199,BUMA.1121.00028,2,1072323,1108160,-,35837
199,BUMA.1121.00010,2,224367,260214,+,35847
199,BUMA.1121.00004,2,1031068,1066905,-,35837
199,BUMA.1121.00008,2,1030368,1066205,-,35837
199,BUMA.1121.00022,2,605679,641513,-,35834
199,BUMA.1121.00026,2,1687646,1723451,-,35805
199,BUMA.1121.00024,2,1166174,1202011,-,35837
199,BUMA.1121.00052,2,1187752,1223599,-,35847
199,BUMA.1121.00019,2,1110228,1146065,-,35837
199,BUMA.1121.00044,2,1097316,1133153,-,35837
199,BUMA.1121.00030,2,1039745,1075582,+,35837
199,BUMA.1121.00020,2,1031105,1066942,-,35837
198,BUMA.1121.00050,2,1165478,1172409,+,6931
198,BUMA.1121.00081,2,900967,907898,+,6931
198,BUMA.1121.00006,2,1415637,1422567,-,6930
198,BUMA.1121.00087,2,1131126,1138056,-,6930
198,BUMA.1121.00040,2,1336624,1343554,-,6930
198,BUMA.1121.00086,2,863706,870636,-,6930
198,BUMA.1121.00054,2,1215756,1222686,-,6930
198,BUMA.1121.00034,2,552865,559796,+,6931
198,BUMA.1121.00048,2,1640331,1647262,+,6931
198,BUMA.1121.00017,2,552830,559761,+,6931
198,BUMA.1121.00038,2,1316803,1323733,-,6930
198,BUMA.1121.00085,2,1709840,1716771,+,6931
198,BUMA.1121.00002,2,1101436,1108366,-,6930
198,BUMA.1121.00042,2,993068,1000000,-,6932
198,BUMA.1121.00036,2,792684,799615,+,6931
198,BUMA.1121.00013,2,1390646,1397576,-,6930
198,BUMA.1121.00028,2,578962,585893,+,6931
198,BUMA.1121.00010,2,1957334,1964264,-,6930
198,BUMA.1121.00004,2,643516,650447,+,6931
198,BUMA.1121.00015,2,802017,808948,+,6931
198,BUMA.1121.00008,2,642789,649720,+,6931
198,BUMA.1121.00022,2,56421,63351,-,6930
198,BUMA.1121.00026,2,1261652,1268583,+,6931
198,BUMA.1121.00024,2,578867,585798,+,6931
198,BUMA.1121.00052,2,663486,670417,+,6931
198,BUMA.1121.00032,2,1045425,1052356,+,6931
198,BUMA.1121.00019,2,643494,650425,+,6931
198,BUMA.1121.00044,2,603979,610910,+,6931
198,BUMA.1121.00030,2,1562005,1568935,-,6930
198,BUMA.1121.00020,2,643523,650454,+,6931
197,BUMA.1121.00050,2,1147089,1152315,+,5226
197,BUMA.1121.00081,2,880741,885967,+,5226
197,BUMA.1121.00006,2,1437568,1442794,-,5226
197,BUMA.1121.00087,2,2098472,2103698,-,5226
197,BUMA.1121.00040,2,1358553,1363779,-,5226
197,BUMA.1121.00086,2,851249,856475,+,5226
197,BUMA.1121.00054,2,1237687,1242913,-,5226
197,BUMA.1121.00034,2,532639,537865,+,5226
197,BUMA.1121.00048,2,1620107,1625333,+,5226
197,BUMA.1121.00017,2,532605,537831,+,5226
197,BUMA.1121.00038,2,1338734,1343960,-,5226
197,BUMA.1121.00085,2,1729711,1734922,+,5211
197,BUMA.1121.00042,2,1016541,1021767,-,5226
197,BUMA.1121.00036,2,806842,812068,-,5226
197,BUMA.1121.00013,2,1378189,1383415,+,5226
197,BUMA.1121.00028,2,558736,563962,+,5226
197,BUMA.1121.00004,2,623290,628516,+,5226
197,BUMA.1121.00015,2,1618995,1624221,-,5226
197,BUMA.1121.00008,2,623141,628367,+,5226
197,BUMA.1121.00022,2,43967,49193,+,5226
197,BUMA.1121.00026,2,1241426,1246652,+,5226
197,BUMA.1121.00024,2,558641,563867,+,5226
197,BUMA.1121.00052,2,683357,688583,+,5226
197,BUMA.1121.00019,2,623268,628494,+,5226
197,BUMA.1121.00044,2,583754,588980,+,5226
197,BUMA.1121.00030,2,1583936,1589162,-,5226
197,BUMA.1121.00020,2,623297,628523,+,5226
196,BUMA.1121.00050,2,1137316,1147087,+,9771
196,BUMA.1121.00081,2,870966,880739,+,9773
196,BUMA.1121.00006,2,1442795,1452569,-,9774
196,BUMA.1121.00087,2,2103699,2113621,-,9922
196,BUMA.1121.00040,2,1365354,1375294,-,9940
196,BUMA.1121.00086,2,841326,851247,+,9921
196,BUMA.1121.00054,2,1242914,1252688,-,9774
196,BUMA.1121.00034,2,522716,532637,+,9921
196,BUMA.1121.00048,2,1610332,1620105,+,9773
196,BUMA.1121.00017,2,522682,532603,+,9921
196,BUMA.1121.00038,2,1343961,1353735,-,9774
196,BUMA.1121.00085,2,1719936,1729709,+,9773
196,BUMA.1121.00042,2,1021768,1031699,-,9931
196,BUMA.1121.00036,2,812069,821991,-,9922
196,BUMA.1121.00013,2,1368416,1378187,+,9771
196,BUMA.1121.00028,2,548813,558734,+,9921
196,BUMA.1121.00004,2,613367,623288,+,9921
196,BUMA.1121.00015,2,1624222,1633993,-,9771
196,BUMA.1121.00008,2,613218,623139,+,9921
196,BUMA.1121.00022,2,34044,43965,+,9921
196,BUMA.1121.00026,2,1231523,1241424,+,9901
196,BUMA.1121.00024,2,548718,558639,+,9921
196,BUMA.1121.00052,2,673582,683355,+,9773
196,BUMA.1121.00019,2,613345,623266,+,9921
196,BUMA.1121.00044,2,573832,583752,+,9920
196,BUMA.1121.00030,2,1589163,1599085,-,9922
196,BUMA.1121.00020,2,613374,623295,+,9921
195,BUMA.1121.00050,2,1130553,1136074,+,5521
195,BUMA.1121.00040,2,1376536,1382057,-,5521
195,BUMA.1121.00042,2,357251,362782,+,5531
195,BUMA.1121.00013,2,1361653,1367174,+,5521
195,BUMA.1121.00015,2,1635235,1640756,-,5521
195,BUMA.1121.00026,2,1723452,1728983,-,5531
194,BUMA.1121.00050,2,1122390,1125711,+,3321
194,BUMA.1121.00081,2,1173767,1178393,-,4626
194,BUMA.1121.00006,2,1145144,1149771,+,4627
194,BUMA.1121.00040,2,1386878,1390207,-,3329
194,BUMA.1121.00054,2,945260,949887,+,4627
194,BUMA.1121.00048,2,1913125,1917747,-,4622
194,BUMA.1121.00038,2,1046311,1050938,+,4627
194,BUMA.1121.00042,2,349096,352417,+,3321
194,BUMA.1121.00013,2,1353490,1356811,+,3321
194,BUMA.1121.00015,2,1645623,1648940,-,3317
194,BUMA.1121.00026,2,1733892,1737212,-,3320
193,BUMA.1121.00050,2,1099172,1122389,+,23217
193,BUMA.1121.00081,2,1178395,1201612,-,23217
193,BUMA.1121.00006,2,1121926,1145143,+,23217
193,BUMA.1121.00087,2,1717751,1740975,-,23224
193,BUMA.1121.00040,2,1390209,1413439,-,23230
193,BUMA.1121.00086,2,1450361,1473592,-,23231
193,BUMA.1121.00054,2,922042,945259,+,23217
193,BUMA.1121.00034,2,1083277,1106494,-,23217
193,BUMA.1121.00048,2,1917749,1940965,-,23216
193,BUMA.1121.00017,2,1083256,1106473,-,23217
193,BUMA.1121.00038,2,1023093,1046310,+,23217
193,BUMA.1121.00002,2,1441052,1464284,+,23232
193,BUMA.1121.00042,2,325881,349095,+,23214
193,BUMA.1121.00036,2,702079,725303,-,23224
193,BUMA.1121.00013,2,1330279,1353489,+,23210
193,BUMA.1121.00028,2,1109388,1132605,-,23217
193,BUMA.1121.00010,2,199905,223139,+,23234
193,BUMA.1121.00004,2,1068133,1091350,-,23217
193,BUMA.1121.00015,2,1648942,1672165,-,23223
193,BUMA.1121.00008,2,1067433,1090650,-,23217
193,BUMA.1121.00022,2,642741,665970,-,23229
193,BUMA.1121.00026,2,1737214,1760409,-,23195
193,BUMA.1121.00024,2,1203239,1226456,-,23217
193,BUMA.1121.00019,2,1147293,1170510,-,23217
193,BUMA.1121.00044,2,1134381,1157598,-,23217
193,BUMA.1121.00030,2,1015299,1038517,+,23218
193,BUMA.1121.00020,2,1068170,1091387,-,23217
192,BUMA.1121.00050,2,1090330,1098200,+,7870
192,BUMA.1121.00081,2,1202584,1210454,-,7870
192,BUMA.1121.00006,2,1113084,1120954,+,7870
192,BUMA.1121.00087,2,1741947,1749817,-,7870
192,BUMA.1121.00040,2,1414411,1422281,-,7870
192,BUMA.1121.00086,2,1474564,1482434,-,7870
192,BUMA.1121.00054,2,913200,921070,+,7870
192,BUMA.1121.00034,2,1107466,1115336,-,7870
192,BUMA.1121.00048,2,1941937,1949807,-,7870
192,BUMA.1121.00017,2,1107445,1115315,-,7870
192,BUMA.1121.00038,2,1014251,1022121,+,7870
192,BUMA.1121.00002,2,1432210,1440080,+,7870
192,BUMA.1121.00042,2,317039,324909,+,7870
192,BUMA.1121.00036,2,726275,734145,-,7870
192,BUMA.1121.00013,2,1321437,1329307,+,7870
192,BUMA.1121.00028,2,1133577,1141447,-,7870
192,BUMA.1121.00010,2,191063,198933,+,7870
192,BUMA.1121.00004,2,1092322,1100192,-,7870
192,BUMA.1121.00015,2,1673137,1681007,-,7870
192,BUMA.1121.00008,2,1091622,1099492,-,7870
192,BUMA.1121.00022,2,666942,674812,-,7870
192,BUMA.1121.00026,2,1761381,1769251,-,7870
192,BUMA.1121.00024,2,1227428,1235298,-,7870
192,BUMA.1121.00019,2,1171482,1179352,-,7870
192,BUMA.1121.00044,2,1158570,1166440,-,7870
192,BUMA.1121.00030,2,1006457,1014327,+,7870
192,BUMA.1121.00020,2,1092359,1100229,-,7870
191,BUMA.1121.00050,2,1075911,1089722,+,13811
191,BUMA.1121.00081,2,1211062,1224874,-,13812
191,BUMA.1121.00006,2,1098665,1112476,+,13811
191,BUMA.1121.00087,2,1750425,1764237,-,13812
191,BUMA.1121.00040,2,1422889,1436701,-,13812
191,BUMA.1121.00086,2,1483042,1496854,-,13812
191,BUMA.1121.00054,2,898781,912592,+,13811
191,BUMA.1121.00034,2,1115944,1129756,-,13812
191,BUMA.1121.00048,2,1950415,1964227,-,13812
191,BUMA.1121.00017,2,1115923,1129735,-,13812
191,BUMA.1121.00038,2,999832,1013643,+,13811
191,BUMA.1121.00002,2,1417805,1431616,+,13811
191,BUMA.1121.00042,2,301307,315134,+,13827
191,BUMA.1121.00036,2,734753,748565,-,13812
191,BUMA.1121.00013,2,1307018,1320829,+,13811
191,BUMA.1121.00028,2,1142055,1155867,-,13812
191,BUMA.1121.00010,2,176658,190469,+,13811
191,BUMA.1121.00004,2,1100800,1114612,-,13812
191,BUMA.1121.00015,2,1681615,1695427,-,13812
191,BUMA.1121.00008,2,1100100,1113912,-,13812
191,BUMA.1121.00022,2,675420,689232,-,13812
191,BUMA.1121.00026,2,1769859,1783671,-,13812
191,BUMA.1121.00024,2,1235906,1249718,-,13812
191,BUMA.1121.00019,2,1179960,1193772,-,13812
191,BUMA.1121.00044,2,1167048,1180860,-,13812
191,BUMA.1121.00030,2,992038,1005849,+,13811
191,BUMA.1121.00020,2,1100837,1114649,-,13812
190,BUMA.1121.00050,2,1044052,1073924,+,29872
190,BUMA.1121.00081,2,839881,869679,+,29798
190,BUMA.1121.00006,2,1453856,1483654,-,29798
190,BUMA.1121.00087,2,1770786,1800590,-,29804
190,BUMA.1121.00040,2,1441893,1471653,-,29760
190,BUMA.1121.00086,2,1503404,1533208,-,29804
190,BUMA.1121.00054,2,1253975,1283773,-,29798
190,BUMA.1121.00034,2,1134553,1164349,-,29796
190,BUMA.1121.00048,2,1579247,1609045,+,29798
190,BUMA.1121.00017,2,1134532,1164328,-,29796
190,BUMA.1121.00038,2,1355022,1384820,-,29798
190,BUMA.1121.00002,2,1381523,1411255,+,29732
190,BUMA.1121.00036,2,753853,783647,-,29794
190,BUMA.1121.00013,2,1272564,1302355,+,29791
190,BUMA.1121.00028,2,1160664,1190469,-,29805
190,BUMA.1121.00010,2,140388,170108,+,29720
190,BUMA.1121.00004,2,1119409,1149204,-,29795
190,BUMA.1121.00015,2,812144,841952,+,29808
190,BUMA.1121.00008,2,1118709,1148504,-,29795
190,BUMA.1121.00022,2,695782,725516,-,29734
190,BUMA.1121.00026,2,1784908,1814614,-,29706
190,BUMA.1121.00024,2,1254515,1284332,-,29817
190,BUMA.1121.00019,2,1198569,1228358,-,29789
190,BUMA.1121.00044,2,1185657,1215453,-,29796
190,BUMA.1121.00030,2,957446,987241,+,29795
190,BUMA.1121.00020,2,1119446,1149235,-,29789
189,BUMA.1121.00050,2,1017164,1042809,+,25645
189,BUMA.1121.00081,2,1036108,1061765,+,25657
189,BUMA.1121.00006,2,1261766,1287423,-,25657
189,BUMA.1121.00087,2,1525718,1551356,-,25638
189,BUMA.1121.00040,2,935153,960824,+,25671
189,BUMA.1121.00086,2,1258284,1283922,-,25638
189,BUMA.1121.00054,2,1061889,1087546,-,25657
189,BUMA.1121.00048,2,1775480,1801137,+,25657
189,BUMA.1121.00038,2,1162926,1188583,-,25657
189,BUMA.1121.00042,2,652982,678688,+,25706
189,BUMA.1121.00036,2,509995,535633,-,25638
189,BUMA.1121.00015,2,968024,993663,+,25639
189,BUMA.1121.00022,2,450757,476386,-,25629
189,BUMA.1121.00026,2,1599238,1624934,+,25696
188,BUMA.1121.00050,2,1008802,1014951,+,6149
188,BUMA.1121.00081,2,1027750,1033895,+,6145
188,BUMA.1121.00006,2,1289625,1295780,-,6155
188,BUMA.1121.00087,2,1555792,1561951,-,6159
188,BUMA.1121.00040,2,926791,932940,+,6149
188,BUMA.1121.00086,2,1288358,1294517,-,6159
188,BUMA.1121.00054,2,1089748,1095903,-,6155
188,BUMA.1121.00048,2,1767122,1773267,+,6145
188,BUMA.1121.00038,2,1190785,1196940,-,6155
188,BUMA.1121.00042,2,643637,649786,+,6149
188,BUMA.1121.00036,2,540064,546223,-,6159
188,BUMA.1121.00015,2,959662,965811,+,6149
188,BUMA.1121.00022,2,480822,486981,-,6159
188,BUMA.1121.00026,2,1589881,1596030,+,6149
187,BUMA.1121.00050,2,996646,1008801,+,12155
187,BUMA.1121.00081,2,1015579,1027749,+,12170
187,BUMA.1121.00006,2,1295782,1307952,-,12170
187,BUMA.1121.00087,2,1561953,1574256,-,12303
187,BUMA.1121.00040,2,914639,926790,+,12151
187,BUMA.1121.00086,2,1294519,1306906,-,12387
187,BUMA.1121.00054,2,1095905,1108075,-,12170
187,BUMA.1121.00048,2,1754951,1767121,+,12170
187,BUMA.1121.00038,2,1196942,1209112,-,12170
187,BUMA.1121.00085,2,380973,393167,-,12194
187,BUMA.1121.00042,2,631490,643636,+,12146
187,BUMA.1121.00036,2,546225,558480,-,12255
187,BUMA.1121.00013,2,1676390,1688578,-,12188
187,BUMA.1121.00015,2,947476,959661,+,12185
187,BUMA.1121.00022,2,486983,499250,-,12267
187,BUMA.1121.00026,2,1577728,1589880,+,12152
187,BUMA.1121.00052,2,1069530,1081724,-,12194
186,BUMA.1121.00050,2,943113,995433,+,52320
186,BUMA.1121.00081,2,962185,1014367,+,52182
186,BUMA.1121.00006,2,1309164,1361355,-,52191
186,BUMA.1121.00087,2,1575468,1627808,-,52340
186,BUMA.1121.00040,2,861146,913426,+,52280
186,BUMA.1121.00086,2,1308118,1360408,-,52290
186,BUMA.1121.00054,2,1109287,1161469,-,52182
186,BUMA.1121.00034,2,941299,993319,-,52020
186,BUMA.1121.00048,2,1701547,1753739,+,52192
186,BUMA.1121.00017,2,941278,993298,-,52020
186,BUMA.1121.00038,2,1210324,1262516,-,52192
186,BUMA.1121.00085,2,394379,446680,-,52301
186,BUMA.1121.00002,2,1555578,1607659,+,52081
186,BUMA.1121.00046,2,1503806,1556110,+,52304
186,BUMA.1121.00042,2,578260,630278,+,52018
186,BUMA.1121.00036,2,559692,612172,-,52480
186,BUMA.1121.00013,2,1689790,1741955,-,52165
186,BUMA.1121.00028,2,967398,1019430,-,52032
186,BUMA.1121.00010,2,314417,366464,+,52047
186,BUMA.1121.00004,2,926174,978183,-,52009
186,BUMA.1121.00015,2,893906,946263,+,52357
186,BUMA.1121.00008,2,925427,977475,-,52048
186,BUMA.1121.00022,2,500462,552758,-,52296
186,BUMA.1121.00026,2,1524563,1576516,+,51953
186,BUMA.1121.00024,2,1061263,1113281,-,52018
186,BUMA.1121.00052,2,1082936,1135227,-,52291
186,BUMA.1121.00032,2,1433850,1485838,-,51988
186,BUMA.1121.00019,2,926132,978174,-,52042
186,BUMA.1121.00019,2,1005302,1057332,-,52030
186,BUMA.1121.00044,2,992404,1044423,-,52019
186,BUMA.1121.00030,2,1128475,1180495,+,52020
186,BUMA.1121.00020,2,926168,978212,-,52044
185,BUMA.1121.00050,2,926673,940554,+,13881
185,BUMA.1121.00081,2,945745,959626,+,13881
185,BUMA.1121.00006,2,1363914,1377794,-,13880
185,BUMA.1121.00087,2,1630367,1644247,-,13880
185,BUMA.1121.00040,2,844706,858587,+,13881
185,BUMA.1121.00086,2,1362967,1376847,-,13880
185,BUMA.1121.00054,2,1164028,1177908,-,13880
185,BUMA.1121.00034,2,995878,1009758,-,13880
185,BUMA.1121.00048,2,1685107,1698988,+,13881
185,BUMA.1121.00017,2,995857,1009737,-,13880
185,BUMA.1121.00038,2,1265075,1278955,-,13880
185,BUMA.1121.00085,2,449239,463119,-,13880
185,BUMA.1121.00002,2,1537828,1553024,+,15196
185,BUMA.1121.00046,2,1487366,1501247,+,13881
185,BUMA.1121.00042,2,561820,575701,+,13881
185,BUMA.1121.00036,2,614731,628611,-,13880
185,BUMA.1121.00013,2,1744514,1758394,-,13880
185,BUMA.1121.00028,2,1021989,1035869,-,13880
185,BUMA.1121.00010,2,296670,311863,+,15193
185,BUMA.1121.00004,2,980742,994622,-,13880
185,BUMA.1121.00015,2,877466,891347,+,13881
185,BUMA.1121.00008,2,980034,993914,-,13880
185,BUMA.1121.00022,2,555317,569197,-,13880
185,BUMA.1121.00026,2,1508123,1522004,+,13881
185,BUMA.1121.00024,2,1115840,1129720,-,13880
185,BUMA.1121.00052,2,1137786,1151666,-,13880
185,BUMA.1121.00032,2,1488397,1502277,-,13880
185,BUMA.1121.00019,2,980733,994613,-,13880
185,BUMA.1121.00019,2,1059891,1073771,-,13880
185,BUMA.1121.00044,2,1046982,1060862,-,13880
185,BUMA.1121.00030,2,1112035,1125916,+,13881
185,BUMA.1121.00020,2,980771,994651,-,13880
184,BUMA.1121.00050,2,920725,926672,+,5947
184,BUMA.1121.00050,2,1947790,1953736,-,5946
184,BUMA.1121.00081,2,464758,470687,+,5929
184,BUMA.1121.00081,2,939815,945744,+,5929
184,BUMA.1121.00006,2,1377796,1383722,-,5926
184,BUMA.1121.00006,2,1852823,1858751,-,5928
184,BUMA.1121.00087,2,1034094,1040039,+,5945
184,BUMA.1121.00087,2,1644249,1650193,-,5944
184,BUMA.1121.00040,2,838774,844705,+,5931
184,BUMA.1121.00040,2,1751649,1757581,-,5932
184,BUMA.1121.00086,2,1376849,1382801,-,5952
184,BUMA.1121.00086,2,1915165,1921109,-,5944
184,BUMA.1121.00054,2,1177910,1183838,-,5928
184,BUMA.1121.00054,2,1652944,1658872,-,5928
184,BUMA.1121.00034,2,1009760,1015676,-,5916
184,BUMA.1121.00048,2,1204155,1210082,+,5927
184,BUMA.1121.00048,2,1679179,1685106,+,5927
184,BUMA.1121.00017,2,1009739,1015655,-,5916
184,BUMA.1121.00038,2,1278957,1284885,-,5928
184,BUMA.1121.00038,2,1754017,1759945,-,5928
184,BUMA.1121.00085,2,463121,469017,-,5896
184,BUMA.1121.00085,2,726913,732809,-,5896
184,BUMA.1121.00002,2,1004459,1010381,+,5922
184,BUMA.1121.00002,2,1531906,1537827,+,5921
184,BUMA.1121.00046,2,187011,192961,-,5950
184,BUMA.1121.00046,2,1481418,1487365,+,5947
184,BUMA.1121.00042,2,555888,561819,+,5931
184,BUMA.1121.00036,2,628613,634531,-,5918
184,BUMA.1121.00036,2,2027792,2033735,+,5943
184,BUMA.1121.00013,2,1758396,1764332,-,5936
184,BUMA.1121.00013,2,2118984,2124880,-,5896
184,BUMA.1121.00028,2,1035871,1041787,-,5916
184,BUMA.1121.00010,2,290740,296669,+,5929
184,BUMA.1121.00010,2,1860355,1866277,+,5922
184,BUMA.1121.00004,2,994624,1000532,-,5908
184,BUMA.1121.00015,2,692644,698616,+,5972
184,BUMA.1121.00015,2,871441,877465,+,6024
184,BUMA.1121.00008,2,993916,999832,-,5916
184,BUMA.1121.00022,2,569199,575143,-,5944
184,BUMA.1121.00022,2,1107273,1113209,-,5936
