50	+	1293388	1305234	11846
51	+	1442968	1454823	11855
52	-	1387630	1375778	11852
54	-	55147	43272	11875
57	+	600020	611869	11849
58	+	391113	402974	11861
59	+	2729058	2740894	11836
60	+	552519	564347	11828
61	+	381701	393536	11835
62	+	2262088	2273971	11883
65	+	2230038	2241843	11805
66	+	396822	408676	11854
70	+	2831019	2842860	11841
71	+	401592	413521	11929
73	+	381079	392913	11834
74	+	382665	394500	11835
75	-	99512	87507	12005
76	+	1776900	1788830	11930
77	+	496786	508635	11849
78	-	857965	846117	11848
82	+	342831	354702	11871
83	+	620855	632641	11786
84	+	2012254	2024126	11872
86	+	381698	393533	11835
87	+	2201491	2213362	11871
88	-	2836641	2824694	11947
90	+	381193	393028	11835
91	+	393324	405141	11817
93	-	766361	754428	11933
95	+	1281643	1293477	11834
96	+	2101913	2113800	11887
97	+	1276543	1288419	11876
98	+	1061018	1072828	11810
101	-	3068948	3057127	11821
103	-	2118889	2106981	11908
104	+	372522	384357	11835
106	+	381778	393613	11835
107	-	89439	77594	11845
108	+	954047	965874	11827
109	-	2058093	2046274	11819
110	-	2294969	2283130	11839
111	+	393231	405148	11917
113	+	1321851	1333664	11813
114	+	656291	668140	11849
116	+	2806169	2818012	11843
117	+	391375	403196	11821
118	+	240247	252115	11868
120	-	500578	488748	11830
124	+	2449588	2461484	11896
136	+	391350	403185	11835
140	-	1871484	1859672	11812
142	+	629007	640936	11929
145	+	2188307	2200142	11835
147	+	391352	403213	11861
149	-	1434649	1422854	11795
--------------------------------------------------------------------------------
Block #1624
Seq_id	Strand	Start	End	Length
15	+	2207645	2210000	2355
16	+	2237809	2240172	2363
17	-	416036	413673	2363
18	-	984851	982488	2363
19	+	850234	852629	2395
21	-	275878	273507	2371
22	+	443034	445429	2395
23	-	420612	418257	2355
25	-	1069691	1067320	2371
26	-	339588	337209	2379
28	+	1503193	1505604	2411
29	-	216545	214158	2387
30	+	530674	533021	2347
32	+	387502	389850	2348
33	-	2556545	2554134	2411
35	+	186154	188517	2363
38	-	1077069	1074724	2345
39	-	323480	321109	2371
40	+	257101	259496	2395
42	+	388993	391388	2395
43	-	2471840	2469469	2371
44	+	385972	388343	2371
45	+	388619	390974	2355
46	-	1708072	1705693	2379
50	+	1290678	1293057	2379
51	+	1440274	1442637	2363
52	-	1390308	1387960	2348
54	-	57857	55477	2380
57	+	597302	599689	2387
58	+	388363	390782	2419
59	+	2726372	2728727	2355
60	+	549832	552195	2363
61	+	378998	381370	2372
62	+	2259410	2261757	2347
65	+	2227352	2229707	2355
66	+	394136	396491	2355
70	+	2828269	2830688	2419
71	+	398890	401261	2371
73	+	378378	380748	2370
74	+	379963	382334	2371
75	-	102229	99842	2387
76	+	1774205	1776569	2364
77	+	494084	496455	2371
78	-	860650	858295	2355
82	+	340145	342500	2355
83	+	618162	620524	2362
84	+	2009552	2011923	2371
86	+	378995	381367	2372
87	+	2198773	2201160	2387
88	-	2839334	2836971	2363
90	+	378490	380862	2372
91	+	390590	392993	2403
93	-	769038	766691	2347
95	+	1278965	1281312	2347
96	+	2099211	2101582	2371
97	+	1273841	1276212	2371
98	+	1058332	1060687	2355
101	-	3071665	3069278	2387
103	-	2121574	2119219	2355
104	+	369819	372191	2372
106	+	379075	381447	2372
107	-	92148	89769	2379
108	+	951361	953716	2355
109	-	2060778	2058423	2355
110	-	2297654	2295299	2355
111	+	390545	392900	2355
113	+	1319165	1321520	2355
114	+	653589	655960	2371
116	+	2803467	2805838	2371
117	+	388689	391044	2355
118	+	237561	239916	2355
120	-	503263	500908	2355
124	+	2446910	2449257	2347
136	+	388647	391019	2372
140	-	1874185	1871814	2371
142	+	626297	628676	2379
145	+	2185604	2187976	2372
147	+	388666	391021	2355
149	-	1437334	1434979	2355
--------------------------------------------------------------------------------
Block #1623
Seq_id	Strand	Start	End	Length
15	+	2204193	2207644	3451
16	+	2234379	2237808	3429
17	-	419472	416038	3434
18	-	988311	984853	3458
19	+	846799	850233	3434
21	-	279341	275880	3461
22	+	439575	443033	3458
23	-	424057	420614	3443
25	-	1073151	1069693	3458
26	-	343039	339590	3449
28	+	1499738	1503192	3454
29	-	219981	216547	3434
30	+	527233	530673	3440
32	+	384049	387501	3452
33	-	2560029	2556547	3482
35	+	182722	186153	3431
38	-	1080517	1077071	3446
39	-	326925	323482	3443
40	+	253690	257100	3410
42	+	385549	388992	3443
43	-	2475296	2471842	3454
44	+	382509	385971	3462
45	+	385175	388618	3443
46	-	1711528	1708074	3454
50	+	1287243	1290677	3434
51	+	1436819	1440273	3454
52	-	1393786	1390310	3476
54	-	61333	57859	3474
57	+	593867	597301	3434
58	+	384880	388362	3482
59	+	2722922	2726371	3449
60	+	546357	549831	3474
61	+	375521	378997	3476
62	+	2255961	2259409	3448
65	+	2223902	2227351	3449
66	+	390686	394135	3449
70	+	2824810	2828268	3458
71	+	395425	398889	3464
73	+	374901	378377	3476
74	+	376501	379962	3461
75	-	105641	102231	3410
76	+	1770783	1774204	3421
77	+	490640	494083	3443
78	-	864095	860652	3443
82	+	336695	340144	3449
83	+	613405	616827	3422
84	+	2006108	2009551	3443
86	+	375518	378994	3476
87	+	2195329	2198772	3443
88	-	2842798	2839336	3462
90	+	375013	378489	3476
91	+	387120	390589	3469
93	-	772474	769040	3434
95	+	1275472	1278964	3492
96	+	2095725	2099210	3485
97	+	1270385	1273840	3455
98	+	1054897	1058331	3434
101	-	3075107	3071667	3440
103	-	2125034	2121576	3458
104	+	366356	369818	3462
106	+	375598	379074	3476
107	-	95608	92150	3458
108	+	947911	951360	3449
109	-	2064223	2060780	3443
110	-	2301114	2297656	3458
111	+	387083	390544	3461
113	+	1315697	1319164	3467
114	+	650139	653588	3449
116	+	2800023	2803466	3443
117	+	385221	388688	3467
118	+	234126	237560	3434
120	-	506708	503265	3443
124	+	2443445	2446909	3464
136	+	385170	388646	3476
140	-	1877645	1874187	3458
142	+	622834	626296	3462
145	+	2182127	2185603	3476
147	+	385222	388665	3443
149	-	1440770	1437336	3434
--------------------------------------------------------------------------------
Block #1622
Seq_id	Strand	Start	End	Length
15	+	2200764	2203006	2242
16	+	2230947	2233182	2235
17	-	421756	419473	2283
18	-	990577	988312	2265
19	+	844515	846797	2282
21	-	282837	280548	2289
22	+	437309	439573	2264
23	-	426327	424058	2269
25	-	1075417	1073152	2265
26	-	345305	343040	2265
28	+	1496254	1498541	2287
29	-	222265	219982	2283
30	+	525010	527231	2221
32	+	381793	384047	2254
33	-	2562295	2560030	2265
35	+	179288	181530	2242
38	-	1083917	1081709	2208
39	-	329209	326926	2283
40	+	251424	253688	2264
42	+	383279	385547	2268
43	-	2478733	2476498	2235
44	+	380253	382507	2254
45	+	382905	385173	2268
46	-	1713794	1711529	2265
50	+	1284959	1287241	2282
51	+	1434553	1436817	2264
52	-	1396041	1393787	2254
54	-	63599	61334	2265
57	+	591628	593865	2237
58	+	382614	384878	2264
59	+	2720656	2722920	2264
60	+	542919	545170	2251
61	+	373265	375519	2254
62	+	2253677	2255959	2282
65	+	2221642	2223900	2258
66	+	388420	390684	2264
70	+	2822544	2824808	2264
71	+	393139	395423	2284
73	+	372635	374899	2264
74	+	374272	376499	2227
75	-	107907	105642	2265
76	+	1768533	1770781	2248
77	+	488370	490638	2268
78	-	866365	864096	2269
82	+	334435	336693	2258
83	+	611135	613403	2268
84	+	2003824	2006106	2282
86	+	373262	375516	2254
87	+	2193059	2195327	2268
88	-	2846241	2843990	2251
90	+	372757	375011	2254
91	+	383677	385928	2251
93	-	774715	772475	2240
95	+	1273188	1275470	2282
96	+	2093475	2095723	2248
97	+	1266948	1269183	2235
98	+	1052613	1054895	2282
101	-	3077373	3075108	2265
103	-	2127302	2125035	2267
104	+	364124	366354	2230
106	+	373342	375596	2254
107	-	97876	95609	2267
108	+	945690	947909	2219
109	-	2066462	2064224	2238
110	-	2303383	2301115	2268
111	+	383604	385891	2287
113	+	1313431	1315695	2264
114	+	647873	650137	2264
116	+	2797753	2800021	2268
117	+	382953	385219	2266
118	+	231842	234124	2282
120	-	508978	506709	2269
124	+	2441173	2443443	2270
136	+	382914	385168	2254
140	-	1879911	1877646	2265
142	+	620568	622832	2264
145	+	2179871	2182125	2254
147	+	382952	385220	2268
149	-	1443027	1440771	2256
--------------------------------------------------------------------------------
Block #1621
Seq_id	Strand	Start	End	Length
15	+	2197637	2198984	1347
16	+	2227814	2229161	1347
17	-	424871	423532	1339
17	-	2968124	2966776	1348
18	-	382505	381166	1339
18	-	993703	992355	1348
19	+	841389	842736	1347
19	+	1457393	1458740	1347
21	-	285962	284614	1348
21	-	2907024	2905664	1360
22	+	434185	435532	1347
22	+	1034142	1035489	1347
23	-	429442	428103	1339
25	-	359698	358359	1339
25	-	1078543	1077195	1348
26	-	348438	347081	1357
26	+	2378638	2379976	1338
28	+	1493130	1494468	1338
29	-	225391	224043	1348
29	-	2766804	2765465	1339
30	+	521873	523229	1356
30	+	1201692	1203000	1308
32	+	378641	380006	1365
33	-	2565437	2564071	1366
35	+	176142	177510	1368
35	+	788997	790353	1356
38	-	1087044	1085696	1348
39	-	332334	330986	1348
40	+	248297	249644	1347
40	-	1451905	1450548	1357
42	+	380128	381502	1374
43	-	2481875	2480509	1366
44	+	377101	378466	1365
45	+	379763	381128	1365
46	-	1716910	1715571	1339
50	+	1281824	1283180	1356
50	+	1929197	1930535	1338
51	+	1431437	1432775	1338
52	-	1399194	1397828	1366
54	-	66723	65375	1348
54	-	2687701	2686353	1348
57	+	588501	589848	1347
57	+	1196572	1197901	1329
58	+	379472	380837	1365
59	+	130518	131856	1338
59	+	2717541	2718879	1338
60	+	539784	541140	1356
60	+	1154888	1156210	1322
61	+	370113	371478	1365
62	+	2250558	2251899	1341
62	+	2854561	2855920	1359
65	+	2218482	2219856	1374
66	+	385305	386643	1338
66	+	1063824	1065162	1338
70	+	214318	215656	1338
70	+	2819427	2820765	1338
71	+	389997	391362	1365
73	+	369500	370858	1358
74	+	371120	372485	1365
75	-	111034	109686	1348
75	-	2745782	2744425	1357
76	+	1765406	1766753	1347
77	+	485246	486593	1347
78	-	869507	868141	1366
79	-	1263298	1261968	1330
82	+	331284	332649	1365
83	+	608002	609358	1356
83	+	1226413	1227762	1349
84	+	2000699	2002046	1347
86	+	370110	371475	1365
87	+	2189899	2191282	1383
88	-	2231757	2230424	1333
88	-	2849365	2848017	1348
90	+	369605	370970	1365
91	+	380552	381899	1347
91	+	988202	989533	1331
93	-	173163	171806	1357
93	-	777857	776497	1360
95	+	1270019	1271411	1392
95	+	1882317	1883673	1356
96	+	2090348	2091689	1341
97	+	1263806	1265171	1365
98	+	1049497	1050835	1338
98	+	1678565	1679930	1365
101	-	3080506	3079158	1348
103	-	2130435	2129078	1357
104	+	360976	362337	1361
106	+	370190	371555	1365
107	-	100991	99652	1339
108	+	942575	943913	1338
109	-	1428944	1427605	1339
109	-	2069588	2068240	1348
110	-	2306552	2305159	1393
111	+	380483	381824	1341
111	+	985927	987283	1356
113	+	1310315	1311653	1338
114	+	644758	646096	1338
114	+	1301574	1302912	1338
116	+	2794611	2795976	1365
117	+	379820	381176	1356
118	+	228726	230064	1338
118	+	830567	831896	1329
120	-	512120	510754	1366
124	-	342562	341230	1332
124	+	2438049	2439396	1347
136	+	379762	381127	1365
140	-	1269543	1268204	1339
140	-	1883037	1881689	1348
142	+	617453	618791	1338
145	+	2176719	2178084	1365
147	+	379837	381175	1338
149	-	765235	763887	1348
149	-	1446153	1444805	1348
--------------------------------------------------------------------------------
Block #1620
Seq_id	Strand	Start	End	Length
15	+	2190898	2192639	1741
16	+	2221075	2222825	1750
17	-	431623	429884	1739
18	-	1000446	998707	1739
19	+	834637	836376	1739
21	-	292723	290975	1748
22	+	427457	429196	1739
23	-	436203	434455	1748
25	-	1085286	1083547	1739
26	-	355178	353427	1751
28	+	1486636	1488370	1734
29	-	232144	230395	1749
30	+	515121	516869	1748
32	+	371877	373628	1751
33	-	2572183	2570435	1748
35	+	169380	171129	1749
38	-	1093745	1091997	1748
39	-	339086	337347	1739
40	+	241590	243329	1739
42	+	373367	375115	1748
43	-	2488638	2486888	1750
44	+	370340	372088	1748
45	+	372999	374750	1751
46	-	1723671	1721923	1748
50	+	1275063	1276811	1748
51	+	1424677	1426424	1747
52	-	1405964	1404216	1748
54	-	73469	71721	1748
57	+	581740	583488	1748
58	+	372726	374474	1748
59	+	2710790	2712528	1738
60	+	533032	534780	1748
61	+	363352	365100	1748
62	+	2243797	2245545	1748
65	+	2211730	2213469	1739
66	+	378553	380292	1739
70	+	2812675	2814414	1739
71	+	383245	384993	1748
73	+	362732	364480	1748
74	+	364359	366107	1748
75	-	117741	116002	1739
76	+	1758654	1760402	1748
77	+	478497	480248	1751
78	-	876259	874520	1739
82	+	324532	326271	1739
83	+	601223	602971	1748
84	+	1993947	1995686	1739
86	+	363349	365097	1748
87	+	2183138	2184886	1748
88	-	2856099	2854360	1739
90	+	362844	364592	1748
91	+	373806	375554	1748
93	-	784610	782870	1740
95	+	1263267	1265015	1748
96	+	2083619	2085359	1740
97	+	1257042	1258793	1751
98	+	1042738	1044484	1746
101	-	3087262	3085522	1740
103	-	2137187	2135448	1739
104	+	354215	355963	1748
106	+	363429	365177	1748
107	-	107752	106004	1748
108	+	935829	937577	1748
109	-	2076349	2074601	1748
110	-	2313308	2311568	1740
111	+	373704	375452	1748
112	+	372703	374444	1741
113	+	1303554	1305311	1757
114	+	627342	629090	1748
116	+	2787850	2789598	1748
117	+	373060	374808	1748
118	+	221964	223713	1749
120	-	518884	517133	1751
124	+	2431287	2433035	1748
136	+	373001	374749	1748
140	-	1889780	1888041	1739
142	+	610665	612413	1748
145	+	2169958	2171706	1748
147	+	373088	374827	1739
149	-	1452905	1451166	1739
--------------------------------------------------------------------------------
Block #1619
Seq_id	Strand	Start	End	Length
15	+	2188903	2190391	1488
16	+	2219093	2220568	1475
17	-	433618	432130	1488
18	-	1002440	1000953	1487
19	+	832642	834130	1488
21	-	294717	293230	1487
22	+	425461	426950	1489
23	-	437868	436381	1487
25	-	1087280	1085793	1487
26	-	357172	355685	1487
28	+	1484663	1486151	1488
29	-	234116	232629	1487
30	+	513126	514614	1488
32	+	369904	371392	1488
33	-	2573848	2572361	1487
35	+	167385	168873	1488
38	-	1095739	1094252	1487
39	-	341080	339593	1487
40	+	239617	241105	1488
42	+	371394	372882	1488
43	-	2490304	2488816	1488
44	+	368674	370162	1488
45	+	371026	372514	1488
46	-	1725643	1724156	1487
50	+	1273090	1274578	1488
51	+	1422704	1424192	1488
52	-	1407630	1406142	1488
54	-	75135	73647	1488
57	+	579745	581233	1488
58	+	371060	372548	1488
59	+	2708795	2710283	1488
60	+	531037	532525	1488
61	+	361686	363174	1488
62	+	2241802	2243290	1488
65	+	2209757	2211245	1488
66	+	376558	378046	1488
70	+	2810680	2812168	1488
71	+	381250	382738	1488
73	+	361066	362554	1488
74	+	362693	364181	1488
75	-	119713	118226	1487
76	+	1756681	1758169	1488
77	+	476524	478012	1488
78	-	878254	876766	1488
82	+	322559	324047	1488
83	+	599557	601045	1488
84	+	1991952	1993440	1488
86	+	361683	363171	1488
87	+	2181143	2182631	1488
88	-	2858072	2856584	1488
90	+	361178	362666	1488
91	+	371833	373321	1488
93	-	786605	785117	1488
95	+	1261601	1263089	1488
96	+	2081624	2083112	1488
97	+	1255376	1256864	1488
98	+	1040765	1042253	1488
101	-	3089257	3087769	1488
103	-	2139160	2137672	1488
104	+	352549	354037	1488
106	+	361763	363251	1488
107	-	109724	108237	1487
108	+	933856	935344	1488
109	-	2078347	2076856	1491
110	-	2314983	2313495	1488
111	+	372029	373517	1488
112	+	370730	372218	1488
113	+	1301888	1303376	1488
114	+	625369	626857	1488
116	+	2785877	2787365	1488
117	+	371394	372882	1488
118	+	219966	221454	1488
120	-	520856	519369	1487
124	+	2429314	2430802	1488
136	+	371335	372823	1488
140	-	1891774	1890287	1487
142	+	608692	610180	1488
145	+	2168292	2169780	1488
147	+	371093	372581	1488
149	-	1454878	1453390	1488
--------------------------------------------------------------------------------
Block #1618
Seq_id	Strand	Start	End	Length
15	+	2186593	2188229	1636
16	+	2216797	2218406	1609
17	-	435910	434291	1619
18	-	1004738	1003114	1624
19	+	830349	831968	1619
21	-	297000	295391	1609
22	+	423163	424787	1624
23	-	440158	438542	1616
25	-	1089583	1087954	1629
26	-	359470	357846	1624
28	+	1482373	1483989	1616
29	-	236409	234790	1619
30	+	510835	512452	1617
32	+	367604	369230	1626
33	-	2576148	2574522	1626
35	+	165084	166711	1627
38	-	1098024	1096413	1611
39	-	343373	341754	1619
40	+	237329	238943	1614
42	+	369094	370720	1626
43	-	2492603	2490977	1626
44	+	366379	368000	1621
45	+	368726	370352	1626
46	-	1727933	1726317	1616
50	+	1270797	1272416	1619
51	+	1420414	1422030	1616
52	-	1409924	1408303	1621
54	-	77424	75808	1616
57	+	577455	579071	1616
58	+	368760	370386	1626
59	+	2706497	2708121	1624
60	+	528749	530363	1614
61	+	359391	361012	1621
62	+	2239492	2241128	1636
65	+	2207457	2209083	1626
66	+	374260	375884	1624
70	+	2808392	2810006	1614
71	+	378967	380576	1609
73	+	358771	360392	1621
74	+	360398	362019	1621
75	-	122001	120387	1614
76	+	1754382	1756007	1625
77	+	474224	475850	1626
78	-	880536	878927	1609
82	+	320259	321885	1626
83	+	597259	598883	1624
84	+	1989659	1991278	1619
86	+	359388	361009	1621
87	+	2178860	2180469	1609
88	-	2860371	2858745	1626
90	+	358883	360504	1621
91	+	369533	371159	1626
93	-	788887	787278	1609
95	+	1259301	1260927	1626
96	+	2079341	2080950	1609
97	+	1253076	1254702	1626
98	+	1038467	1040091	1624
101	-	3091546	3089930	1616
103	-	2141442	2139833	1609
104	+	350254	351875	1621
106	+	359468	361089	1621
107	-	112007	110398	1609
108	+	931573	933182	1609
109	-	2080650	2079021	1629
110	-	2317282	2315656	1626
111	+	369744	371355	1611
112	+	368430	370056	1626
113	+	1299590	1301214	1624
114	+	623071	624695	1624
116	+	2783577	2785203	1626
117	+	369104	370720	1616
118	+	217660	219292	1632
120	-	523156	521530	1626
124	+	2427037	2428640	1603
136	+	369040	370661	1621
140	-	1894077	1892448	1629
142	+	606409	608018	1609
145	+	2165997	2167618	1621
147	+	368810	370419	1609
149	-	1457170	1455551	1619
--------------------------------------------------------------------------------
Block #1617
Seq_id	Strand	Start	End	Length
15	+	2179753	2183169	3416
16	+	2209788	2213373	3585
17	-	442739	439321	3418
18	-	1011659	1008149	3510
19	+	823506	826938	3432
21	-	303865	300411	3454
22	+	416271	419752	3481
23	-	447057	443569	3488
25	-	1096503	1092994	3509
26	-	366308	362881	3427
28	+	1475576	1478974	3398
29	-	243375	239820	3555
30	+	503956	507406	3450
32	+	360760	364193	3433
33	-	2583032	2579559	3473
35	+	158214	161668	3454
38	-	1104839	1101435	3404
39	-	350187	346784	3403
40	+	230597	233918	3321
42	+	362130	365683	3553
43	-	2499429	2496014	3415
44	+	359573	362970	3397
45	+	361883	365315	3432
46	-	1734750	1731342	3408
50	+	1263898	1267386	3488
51	+	1413604	1417005	3401
52	-	1416758	1413350	3408
54	-	84316	80853	3463
57	+	570599	574039	3440
58	+	361875	365349	3474
59	+	2699655	2703086	3431
60	+	521875	525336	3461
61	+	352581	355982	3401
62	+	2232662	2236096	3434
65	+	2200607	2204046	3439
66	+	367432	370849	3417
70	+	2801535	2804981	3446
71	+	372072	375556	3484
73	+	351961	355362	3401
74	+	353588	356989	3401
75	-	128733	125412	3321
76	+	1747570	1750971	3401
77	+	467401	470813	3412
78	-	887352	883947	3405
82	+	313401	316848	3447
83	+	590401	593848	3447
84	+	1982845	1986248	3403
86	+	352578	355979	3401
87	+	2172021	2175449	3428
88	-	2867263	2863782	3481
90	+	352073	355474	3401
91	+	362655	366122	3467
93	-	795775	792298	3477
95	+	1252370	1255851	3481
97	+	1246247	1249665	3418
98	+	1031648	1035056	3408
101	-	3098431	3094942	3489
103	-	2148303	2144853	3450
104	+	343444	346845	3401
106	+	352658	356059	3401
107	-	118844	115418	3426
108	+	924694	928162	3468
109	-	2087590	2084061	3529
110	-	2324179	2320711	3468
111	+	362820	366348	3528
112	+	361516	365019	3503
113	+	1292667	1296179	3512
114	+	616243	619660	3417
116	+	2776691	2780166	3475
117	+	362145	365693	3548
118	+	210739	214223	3484
120	-	529999	526567	3432
124	+	2420212	2423624	3412
136	+	362230	365631	3401
140	-	1901039	1897488	3551
142	+	599562	603000	3438
145	+	2159187	2162588	3401
147	+	361918	365399	3481
149	-	1464034	1460581	3453
--------------------------------------------------------------------------------
Block #1616
Seq_id	Strand	Start	End	Length
15	+	2178488	2179621	1133
16	+	2208537	2209656	1119
17	-	443990	442872	1118
18	-	1012924	1011792	1132
19	+	822255	823374	1119
21	-	305116	303998	1118
22	+	415020	416139	1119
23	-	448308	447190	1118
25	-	1097782	1096636	1146
26	-	395675	394543	1132
28	+	1474311	1475444	1133
29	-	244668	243508	1160
30	+	502705	503824	1119
32	+	359509	360628	1119
33	-	2584283	2583165	1118
35	+	156949	158082	1133
38	-	1106090	1104972	1118
39	-	351438	350320	1118
40	+	229346	230465	1119
42	+	360879	361998	1119
43	-	2500694	2499562	1132
44	+	358308	359441	1133
45	+	360632	361751	1119
46	-	1736015	1734883	1132
50	+	1262605	1263766	1161
51	+	1412339	1413472	1133
52	-	1418024	1416891	1133
54	-	119799	118681	1118
57	+	569334	570467	1133
58	+	360624	361743	1119
59	+	2698404	2699523	1119
60	+	520624	521743	1119
61	+	351316	352449	1133
62	+	2231383	2232530	1147
65	+	2199342	2200475	1133
66	+	366181	367300	1119
70	+	2800256	2801403	1147
71	+	370821	371940	1119
73	+	350696	351829	1133
74	+	352323	353456	1133
75	-	129984	128866	1118
76	+	1746305	1747438	1133
77	+	466150	467269	1119
78	-	888617	887485	1132
82	+	312136	313269	1133
83	+	589150	590269	1119
84	+	1981594	1982713	1119
86	+	351313	352446	1133
87	+	2170770	2171889	1119
88	-	2868528	2867396	1132
90	+	350808	351941	1133
91	+	361404	362523	1119
93	-	797040	795908	1132
95	+	1251105	1252238	1133
97	+	1244982	1246115	1133
98	+	1030397	1031516	1119
101	-	3099697	3098565	1132
103	-	2149554	2148436	1118
104	+	342179	343312	1133
106	+	351393	352526	1133
107	-	120095	118977	1118
108	+	923443	924562	1119
109	-	2088860	2087723	1137
110	-	2325444	2324312	1132
111	+	361569	362688	1119
112	+	360251	361384	1133
113	+	1291402	1292535	1133
114	+	614992	616111	1119
116	+	2775440	2776559	1119
117	+	360894	362013	1119
118	+	209474	210607	1133
120	-	531250	530132	1118
124	+	2418948	2420080	1132
136	+	360965	362098	1133
140	-	1902318	1901172	1146
142	+	598297	599430	1133
145	+	2157922	2159055	1133
147	+	360667	361786	1119
149	-	1465327	1464167	1160
--------------------------------------------------------------------------------
Block #1615
Seq_id	Strand	Start	End	Length
15	+	2175726	2178336	2610
16	+	2205775	2208385	2610
17	-	446753	444142	2611
18	-	1015687	1013076	2611
19	+	819493	822103	2610
21	-	307879	305268	2611
22	+	412258	414868	2610
23	-	451071	448460	2611
25	-	1100545	1097934	2611
26	-	398438	395827	2611
28	+	1471549	1474159	2610
29	-	247431	244820	2611
30	+	499943	502553	2610
32	+	356747	359357	2610
33	-	2587046	2584435	2611
35	+	154187	156797	2610
38	-	1108853	1106242	2611
39	-	354178	351590	2588
40	+	226584	229194	2610
42	+	358118	360727	2609
43	-	2503457	2500846	2611
44	+	355546	358156	2610
45	+	357870	360480	2610
46	-	1738778	1736167	2611
50	+	1259843	1262453	2610
51	+	1409577	1412187	2610
52	-	1420787	1418176	2611
54	-	122562	119951	2611
57	+	566572	569182	2610
58	+	357862	360472	2610
59	+	2695642	2698252	2610
60	+	517861	520472	2611
61	+	348554	351164	2610
62	+	2228621	2231231	2610
65	+	2196580	2199190	2610
66	+	363419	366029	2610
70	+	2797494	2800104	2610
71	+	368131	370669	2538
73	+	347934	350544	2610
74	+	349561	352171	2610
75	-	132747	130136	2611
76	+	1743543	1746153	2610
77	+	463388	465998	2610
78	-	891380	888769	2611
82	+	309374	311984	2610
83	+	586388	588998	2610
84	+	1978854	1981442	2588
86	+	348551	351161	2610
87	+	2168008	2170618	2610
88	-	2871291	2868680	2611
90	+	348046	350656	2610
91	+	358642	361252	2610
93	-	799803	797192	2611
95	+	1248343	1250953	2610
97	+	1242220	1244830	2610
98	+	1027635	1030245	2610
101	-	3102460	3099849	2611
103	-	2152317	2149706	2611
104	+	339417	342027	2610
106	+	348631	351241	2610
107	-	122858	120247	2611
108	+	920681	923291	2610
109	-	2091623	2089012	2611
110	-	2328207	2325596	2611
111	+	358807	361417	2610
112	+	357489	360099	2610
113	+	1288640	1291250	2610
114	+	612230	614840	2610
116	+	2772678	2775288	2610
117	+	358132	360742	2610
118	+	206711	209322	2611
120	-	534013	531402	2611
124	+	2416186	2418796	2610
136	+	358203	360813	2610
140	-	1905081	1902470	2611
142	+	595535	598145	2610
145	+	2155160	2157770	2610
147	+	357905	360515	2610
149	-	1468090	1465479	2611
--------------------------------------------------------------------------------
Block #1614
Seq_id	Strand	Start	End	Length
15	+	2171131	2174120	2989
16	+	2201191	2204169	2978
17	-	452902	449946	2956
18	-	1020276	1017292	2984
19	+	814919	817899	2980
21	-	312485	309484	3001
22	+	407667	410652	2985
23	-	455809	452827	2982
25	-	1105126	1102150	2976
26	-	403174	400187	2987
28	+	1466981	1469952	2971
29	-	252054	249063	2991
30	+	495322	498319	2997
32	+	352037	355015	2978
33	-	2591675	2588696	2979
35	+	149537	152536	2999
38	-	1113431	1110449	2982
39	-	358762	355806	2956
40	+	221885	224852	2967
42	+	353378	356360	2982
43	-	2508115	2505125	2990
44	+	350971	353949	2978
45	+	353159	356138	2979
46	-	1743415	1740436	2979
50	+	1255283	1258237	2954
51	+	1404921	1407899	2978
52	-	1425394	1422392	3002
54	-	127239	124248	2991
57	+	561894	564894	3000
58	+	353233	356211	2978
59	+	2691055	2694045	2990
60	+	513240	516228	2988
61	+	343979	346957	2978
62	+	2224004	2226969	2965
65	+	2191929	2194911	2982
66	+	358832	361822	2990
70	+	2792920	2795885	2965
71	+	363519	366507	2988
73	+	343359	346337	2978
74	+	344986	347964	2978
75	-	137445	134479	2966
76	+	1738960	1741937	2977
77	+	458747	461728	2981
78	-	896001	893021	2980
79	-	1804390	1801399	2991
82	+	304722	307714	2992
83	+	581620	584620	3000
84	+	1974271	1977226	2955
86	+	343976	346954	2978
87	+	2163436	2166402	2966
88	-	2875947	2872967	2980
90	+	343471	346449	2978
91	+	354059	357045	2986
93	-	804396	801445	2951
95	+	1243559	1246548	2989
96	+	2072643	2075630	2987
97	+	1237553	1240542	2989
98	+	1023049	1026038	2989
101	-	3107026	3104047	2979
103	-	2156892	2153913	2979
104	+	334842	337820	2978
106	+	344056	347034	2978
107	-	127521	124543	2978
108	+	916049	919030	2981
109	-	2096198	2093219	2979
110	-	2332783	2329800	2983
111	+	354199	357156	2957
112	+	352911	355892	2981
113	+	1283921	1286899	2978
114	+	607651	610641	2990
116	+	2768019	2771000	2981
117	+	353422	356401	2979
118	+	202088	205078	2990
120	-	538724	535744	2980
124	+	2411494	2414472	2978
136	+	353628	356606	2978
140	-	1909671	1906695	2976
142	+	590932	593911	2979
145	+	2150585	2153563	2978
147	+	353214	356192	2978
149	-	1472685	1469695	2990
--------------------------------------------------------------------------------
Block #1613
Seq_id	Strand	Start	End	Length
15	+	2169083	2170973	1890
16	+	2199143	2201033	1890
17	-	454949	453059	1890
18	-	1022336	1020446	1890
19	+	812871	814761	1890
21	-	314532	312642	1890
22	+	405619	407509	1890
23	-	457856	455966	1890
25	-	1107186	1105296	1890
26	-	405221	403331	1890
28	+	1464933	1466836	1903
29	-	254101	252211	1890
30	+	493274	495164	1890
